Date	ATRCT	AVBLS	ETRAV	NADDU	NTRAN	NTRBL	NTREP	TOUTV
2009-01-28	-1.07828703976404	-0.79324046817082	-0.534175392594891	-0.77300756551024	-0.850819127755644	-0.832363807728092	-0.736321250283328	-0.460024783542228
2009-01-29	-1.07828703976404	-0.793242151496578	-0.534175392594891	-0.772816555092066	-0.850432222446704	-0.832363807728092	-0.735920729603347	-0.459608594623582
2009-01-30	-1.07828703976404	-0.793176231941378	-0.532072635782307	-0.772816555092066	-0.850432222446704	-0.832363807728092	-0.735920729603347	-0.459367643144366
2009-01-31	-1.07828703976404	-0.793241656938413	-0.534175392594891	-0.772746182832739	-0.850289678385515	-0.832363807728092	-0.735773169352828	-0.459455261864081
2009-02-01	-1.07828703976404	-0.793118327350333	-0.530320338438487	-0.772856767811682	-0.850513676195954	-0.832363807728092	-0.736005049746501	-0.459258119744723
2009-02-02	-1.07828703976404	-0.79324015299308	-0.534175392594891	-0.772766289192547	-0.85033040526014	-0.832363807728092	-0.735815329424405	-0.459499071223939
2009-02-03	-1.07828703976404	-0.793084799086773	-0.533772364205812	-0.772585331954277	-0.849862046201949	-0.832363807728092	-0.735330488601271	-0.459023073767216
2009-02-04	-1.07828703976404	-0.793204496419237	-0.53404221799676	-0.772746182832739	-0.850350768697453	-0.832363807728092	-0.735836409460194	-0.459520975903867
2009-02-05	-1.07828703976404	-0.793240781956832	-0.534175392594891	-0.77282660827197	-0.850452585884016	-0.832363807728092	-0.735941809639136	-0.459630499303511
2009-02-06	-1.07828703976404	-0.79324026553998	-0.534175392594891	-0.772746182832739	-0.850289678385515	-0.832363807728092	-0.735773169352828	-0.459455261864081
2009-02-07	-1.07828703976404	-0.793103750881843	-0.530145108704105	-0.772726076472931	-0.850269314948202	-0.832363807728092	-0.73575208931704	-0.458996139772775
2009-02-08	-1.07828703976404	-0.793230932598105	-0.530670797907251	-0.772685863753315	-0.850167497761639	-0.832363807728092	-0.735646689138098	-0.458907644865863
2009-02-09	-1.07828703976404	-0.793025046441287	-0.526465284282083	-0.772746182832739	-0.850289678385515	-0.832363807728092	-0.735773169352828	-0.458513360627146
2009-02-10	-1.07828703976404	-0.79324105237231	-0.534175392594891	-0.772766289192547	-0.85033040526014	-0.832363807728092	-0.735815329424405	-0.459499071223939
2009-02-11	-1.07828703976404	-0.793189222170469	-0.532948784454217	-0.772716023293027	-0.850228588073577	-0.832363807728092	-0.735709929245463	-0.459258102220979
2009-02-12	-1.07828703976404	-0.793214869838653	-0.533474473657363	-0.772846714631778	-0.850493312758642	-0.832363807728092	-0.735983969710713	-0.459608594623582
2009-02-13	-1.07828703976404	-0.793239999297319	-0.534175392594891	-0.772796448732258	-0.850391495572078	-0.832363807728092	-0.735878569531771	-0.459564785263725
2009-02-14	-1.07828703976404	-0.793239986542613	-0.534175392594891	-0.772625544673892	-0.850045317137763	-0.832363807728092	-0.735520208923367	-0.459192405704937
2009-02-15	-1.07828703976404	-0.793163239920654	-0.531021257376015	-0.772786395552354	-0.850371132134766	-0.832363807728092	-0.735857489495982	-0.459214310384865
2009-02-16	-1.07828703976404	-0.793239872698734	-0.534175392594891	-0.772806501912162	-0.850411859009391	-0.832363807728092	-0.735899649567559	-0.459586689943654
2009-02-17	-1.07828703976404	-0.793080874310323	-0.528918500563431	-0.772846714631778	-0.850493312758642	-0.832363807728092	-0.735983969710713	-0.459039072945436
2009-02-18	-1.07828703976404	-0.793239604523717	-0.534175392594891	-0.772796448732258	-0.850391495572078	-0.832363807728092	-0.735878569531771	-0.459564785263725
2009-02-19	-1.07828703976404	-0.793239393078025	-0.534175392594891	-0.772866820991586	-0.850534039633267	-0.832363807728092	-0.73602612978229	-0.459718118023226
2009-02-20	-1.07828703976404	-0.793160641578688	-0.531371716844779	-0.772746182832739	-0.850289678385515	-0.832363807728092	-0.735773169352828	-0.459126691665151
2009-02-21	-1.07828703976404	-0.793239451399406	-0.534175392594891	-0.772937193250913	-0.850676583694456	-0.832363807728092	-0.736173690032809	-0.459871450782727
2009-02-22	-1.07828703976404	-0.793170792838407	-0.530495568172869	-0.772786395552354	-0.850371132134766	-0.832363807728092	-0.735857489495982	-0.459170501025008
2009-02-23	-1.07828703976404	-0.793239558610275	-0.534175392594891	-0.772967352790624	-0.850737674006394	-0.832363807728092	-0.736236930140174	-0.459937164822513
2009-02-24	-1.07828703976404	-0.79323954761941	-0.534175392594891	-0.772927140071009	-0.850656220257143	-0.832363807728092	-0.73615260999702	-0.459849546102798
2009-02-25	-1.07828703976404	-0.793240016104914	-0.534175392594891	-0.772967352790624	-0.850737674006394	-0.832363807728092	-0.736236930140174	-0.459937164822513
2009-02-26	-1.07828703976404	-0.79323936692849	-0.534175392594891	-0.773077937769567	-0.850961671816833	-0.832363807728092	-0.736468810533847	-0.460178116301729
2009-02-27	-1.07828703976404	-0.793240801326075	-0.534175392594891	-0.772806501912162	-0.850411859009391	-0.832363807728092	-0.735899649567559	-0.459586689943654
2009-02-28	-1.07828703976404	-0.793017956777196	-0.527867122157139	-0.77300756551024	-0.850819127755644	-0.832363807728092	-0.736321250283328	-0.459258119744723
2009-03-01	-1.07828703976404	-0.793196048663813	-0.532948784454217	-0.772967352790624	-0.850737674006394	-0.832363807728092	-0.736236930140174	-0.459805736742941
2009-03-02	-1.07828703976404	-0.793239567408246	-0.534175392594891	-0.772997512330336	-0.850798764318332	-0.832363807728092	-0.736300170247539	-0.460002878862299
2009-03-03	-1.07828703976404	-0.793188403132279	-0.532773554719835	-0.772967352790624	-0.850717310569081	-0.832363807728092	-0.736215850104386	-0.459783832063012
2009-03-04	-1.07828703976404	-0.793240792982613	-0.534175392594891	-0.772977405970528	-0.850758037443706	-0.832363807728092	-0.736258010175962	-0.459959069502442
2009-03-05	-1.07828703976404	-0.793084803614325	-0.529969878969723	-0.77295729961072	-0.850717310569081	-0.832363807728092	-0.736215850104386	-0.459411452504224
2009-03-06	-1.07828703976404	-0.793196063448711	-0.532773554719835	-0.772846714631778	-0.850493312758642	-0.832363807728092	-0.735983969710713	-0.459520975903867
2009-03-07	-1.07828703976404	-0.79323940061663	-0.534175392594891	-0.772927140071009	-0.850656220257143	-0.832363807728092	-0.73615260999702	-0.459849546102798
2009-03-08	-1.07828703976404	-0.793085016193825	-0.528743270829049	-0.772886927351393	-0.850574766507892	-0.832363807728092	-0.736068289853867	-0.459148596345079
2009-03-09	-1.07828703976404	-0.793240023752321	-0.534175392594891	-0.772907033711201	-0.850615493382518	-0.832363807728092	-0.736110449925443	-0.459805736742941
2009-03-10	-1.07828703976404	-0.793240289633459	-0.534175392594891	-0.772987459150432	-0.850778400881019	-0.832363807728092	-0.736279090211751	-0.459980974182371
2009-03-11	-1.07828703976404	-0.793239606148295	-0.534175392594891	-0.77295729961072	-0.850717310569081	-0.832363807728092	-0.736215850104386	-0.459915260142584
2009-03-12	-1.07828703976404	-0.793220216753441	-0.533649703391745	-0.772846714631778	-0.850493312758642	-0.832363807728092	-0.735983969710713	-0.459630499303511
2009-03-13	-1.07828703976404	-0.793167018509447	-0.531546946579161	-0.772886927351393	-0.850574766507892	-0.832363807728092	-0.736068289853867	-0.459455261864081
2009-03-14	-1.07828703976404	-0.793239581835574	-0.534175392594891	-0.772876874171489	-0.85055440307058	-0.832363807728092	-0.736047209818078	-0.459740022703155
2009-03-15	-1.07828703976404	-0.793240429636107	-0.534175392594891	-0.772927140071009	-0.850656220257143	-0.832363807728092	-0.73615260999702	-0.459849546102798
2009-03-16	-1.07828703976404	-0.793008803004803	-0.525764365344555	-0.772726076472931	-0.85024895151089	-0.832363807728092	-0.735731009281252	-0.458381932547574
2009-03-17	-1.07828703976404	-0.793239490096583	-0.534175392594891	-0.772886927351393	-0.850574766507892	-0.832363807728092	-0.736068289853867	-0.459761927383083
2009-03-18	-1.07828703976404	-0.7932395008458	-0.534175392594891	-0.772937193250913	-0.850676583694456	-0.832363807728092	-0.736173690032809	-0.459871450782727
2009-03-19	-1.07828703976404	-0.793164666570614	-0.531722176313543	-0.772806501912162	-0.850391495572078	-0.832363807728092	-0.735878569531771	-0.45930192910458
2009-03-20	-1.07828703976404	-0.793175367200956	-0.532072635782307	-0.772846714631778	-0.850493312758642	-0.832363807728092	-0.735983969710713	-0.459433357184153
2009-03-21	-1.07828703976404	-0.793239889353155	-0.534175392594891	-0.773268948187741	-0.851348577125774	-0.832363807728092	-0.736869331213827	-0.460594305220375
2009-03-22	-1.07828703976404	-0.79316316342594	-0.532247865516689	-0.773077937769567	-0.85094130837952	-0.832363807728092	-0.736447730498058	-0.459959069502442
2009-03-23	-1.07828703976404	-0.793239871693731	-0.534175392594891	-0.772716023293027	-0.850228588073577	-0.832363807728092	-0.735709929245463	-0.459389547824295
2009-03-24	-1.07828703976404	-0.793239357215805	-0.534175392594891	-0.772987459150432	-0.850778400881019	-0.832363807728092	-0.736279090211751	-0.459980974182371
2009-03-25	-1.07828703976404	-0.793240378945496	-0.534175392594891	-0.772876874171489	-0.85055440307058	-0.832363807728092	-0.736047209818078	-0.459740022703155
2009-03-26	-1.07828703976404	-0.793083878176704	-0.529268960032195	-0.772896980531297	-0.850595129945205	-0.832363807728092	-0.736089369889655	-0.459192405704937
2009-03-27	-1.07828703976404	-0.793239451399406	-0.534175392594891	-0.772937193250913	-0.850676583694456	-0.832363807728092	-0.736173690032809	-0.459871450782727
2009-03-28	-1.07828703976404	-0.793129237472195	-0.530670797907251	-0.772836661451874	-0.850432222446704	-0.832363807728092	-0.735920729603347	-0.459236215064794
2009-03-29	-1.07828703976404	-0.793239447867522	-0.534175392594891	-0.772917086891105	-0.85063585681983	-0.832363807728092	-0.736131529961232	-0.45982764142287
2009-03-30	-1.07828703976404	-0.793239949819027	-0.534175392594891	-0.772786395552354	-0.850371132134766	-0.832363807728092	-0.735857489495982	-0.459542880583796
2009-03-31	-1.07828703976404	-0.79306188109654	-0.528568041094667	-0.772896980531297	-0.850595129945205	-0.832363807728092	-0.736089369889655	-0.459104786985222
2009-04-01	-1.07828703976404	-0.793239914439439	-0.534175392594891	-0.772967352790624	-0.850737674006394	-0.832363807728092	-0.736236930140174	-0.459937164822513
2009-04-02	-1.07828703976404	-0.793239933501718	-0.534175392594891	-0.772836661451874	-0.850472949321329	-0.832363807728092	-0.735962889674924	-0.45965240398344
2009-04-03	-1.07828703976404	-0.793239494282119	-0.534175392594891	-0.772907033711201	-0.850615493382518	-0.832363807728092	-0.736110449925443	-0.459805736742941
2009-04-04	-1.07828703976404	-0.793240649489829	-0.534175392594891	-0.772907033711201	-0.850615493382518	-0.832363807728092	-0.736110449925443	-0.459805736742941
2009-04-05	-1.07828703976404	-0.793239422268202	-0.534175392594891	-0.772746182832739	-0.850289678385515	-0.832363807728092	-0.735773169352828	-0.459455261864081
2009-04-06	-1.07828703976404	-0.793143619994616	-0.531196487110397	-0.772876874171489	-0.850534039633267	-0.832363807728092	-0.73602612978229	-0.459389547824295
2009-04-07	-1.07828703976404	-0.793239308554279	-0.534175392594891	-0.773047778229855	-0.850900581504895	-0.832363807728092	-0.736405570426482	-0.460112402261943
2009-04-08	-1.07828703976404	-0.793239253613844	-0.534175392594891	-0.772997512330336	-0.850798764318332	-0.832363807728092	-0.736300170247539	-0.460002878862299
2009-04-09	-1.07828703976404	-0.793239857958619	-0.534175392594891	-0.773047778229855	-0.850900581504895	-0.832363807728092	-0.736405570426482	-0.460112402261943
2009-04-10	-1.07828703976404	-0.793240362557169	-0.534175392594891	-0.77300756551024	-0.850819127755644	-0.832363807728092	-0.736321250283328	-0.460024783542228
2009-04-11	-1.07828703976404	-0.79319993157432	-0.532948784454217	-0.772806501912162	-0.850411859009391	-0.832363807728092	-0.735899649567559	-0.459455261864081
2009-04-12	-1.07828703976404	-0.793239679282776	-0.534175392594891	-0.772886927351393	-0.850574766507892	-0.832363807728092	-0.736068289853867	-0.459761927383083
2009-04-13	-1.07828703976404	-0.793179470777689	-0.530810981694756	-0.772846714631778	-0.850513676195954	-0.832363807728092	-0.736005049746501	-0.459323833784509
2009-04-14	-1.07828703976404	-0.793239596234505	-0.534175392594891	-0.772766289192547	-0.85033040526014	-0.832363807728092	-0.735815329424405	-0.459499071223939
2009-04-15	-1.07828703976404	-0.793240710516428	-0.534175392594891	-0.772917086891105	-0.85063585681983	-0.832363807728092	-0.736131529961232	-0.45982764142287
2009-04-16	-1.07828703976404	-0.79323960737664	-0.534175392594891	-0.772806501912162	-0.850411859009391	-0.832363807728092	-0.735899649567559	-0.459586689943654
2009-04-17	-1.07828703976404	-0.793240104951703	-0.534175392594891	-0.772886927351393	-0.850574766507892	-0.832363807728092	-0.736068289853867	-0.459761927383083
2009-04-18	-1.07828703976404	-0.793212503927092	-0.533772364205812	-0.772786395552354	-0.850371132134766	-0.832363807728092	-0.735857489495982	-0.459550542840835
2009-04-19	-1.07828703976404	-0.793188427710431	-0.532598324985453	-0.77282660827197	-0.850452585884016	-0.832363807728092	-0.735941809639136	-0.45947716654401
2009-04-20	-1.07828703976404	-0.792997841120346	-0.526290054547701	-0.772856767811682	-0.850513676195954	-0.832363807728092	-0.736005049746501	-0.458732407426434
2009-04-21	-1.07828703976404	-0.792874922155345	-0.521909311188151	-0.772776342372451	-0.850371132134766	-0.832363807728092	-0.735857489495982	-0.458031457668714
2009-04-22	-1.07828703976404	-0.793239658175226	-0.534175392594891	-0.77282660827197	-0.850452585884016	-0.832363807728092	-0.735941809639136	-0.459630499303511
2009-04-23	-1.07828703976404	-0.793240409423224	-0.534175392594891	-0.773238788648029	-0.851287486813836	-0.832363807728092	-0.736806091106462	-0.460528591180589
2009-04-24	-1.07828703976404	-0.793240120019628	-0.534175392594891	-0.772907033711201	-0.850615493382518	-0.832363807728092	-0.736110449925443	-0.459805736742941
2009-04-25	-1.07828703976404	-0.793240011521635	-0.534175392594891	-0.772816555092066	-0.850432222446704	-0.832363807728092	-0.735920729603347	-0.459608594623582
2009-04-26	-1.07828703976404	-0.793149483464777	-0.531546946579161	-0.772937193250913	-0.850656220257143	-0.832363807728092	-0.73615260999702	-0.459564785263725
2009-04-27	-1.07828703976404	-0.79323961622071	-0.534175392594891	-0.772987459150432	-0.850778400881019	-0.832363807728092	-0.736279090211751	-0.459980974182371
2009-04-28	-1.07828703976404	-0.793240741231751	-0.534175392594891	-0.772866820991586	-0.850534039633267	-0.832363807728092	-0.73602612978229	-0.459718118023226
2009-04-29	-1.07828703976404	-0.793240093800483	-0.534175392594891	-0.772806501912162	-0.850411859009391	-0.832363807728092	-0.735899649567559	-0.459586689943654
2009-04-30	-1.07828703976404	-0.793143822079866	-0.530670797907251	-0.772705970113123	-0.850208224636264	-0.832363807728092	-0.735688849209675	-0.458951454225721
2009-05-01	-1.07828703976404	-0.793239872698734	-0.534175392594891	-0.772806501912162	-0.850411859009391	-0.832363807728092	-0.735899649567559	-0.459586689943654
2009-05-02	-1.07828703976404	-0.793229613577683	-0.534175392594891	-0.772786395552354	-0.850391495572078	-0.832363807728092	-0.735878569531771	-0.459564785263725
2009-05-03	-1.07828703976404	-0.793158001049254	-0.53172568090823	-0.772876874171489	-0.850574766507892	-0.832363807728092	-0.736068289853867	-0.459477192829626
2009-05-04	-1.07828703976404	-0.793203096953918	-0.534000162860509	-0.772776342372451	-0.850371132134766	-0.832363807728092	-0.735857489495982	-0.459560404327739
2009-05-05	-1.07828703976404	-0.793097012830033	-0.528918500563431	-0.772705970113123	-0.850208224636264	-0.832363807728092	-0.735688849209675	-0.458732407426434
2009-05-06	-1.07828703976404	-0.793192366164127	-0.532423095251071	-0.772655704213604	-0.850106407449701	-0.832363807728092	-0.735583449030732	-0.459060977625364
2009-05-07	-1.07828703976404	-0.793239253613844	-0.534175392594891	-0.77282660827197	-0.850452585884016	-0.832363807728092	-0.735941809639136	-0.459630499303511
2009-05-08	-1.07828703976404	-0.7932394765279	-0.534175392594891	-0.772816555092066	-0.850432222446704	-0.832363807728092	-0.735920729603347	-0.459608594623582
2009-05-09	-1.07828703976404	-0.793241524887615	-0.534175392594891	-0.773128203669087	-0.851063489003396	-0.832363807728092	-0.736574210712789	-0.460287639701373
2009-05-10	-1.07828703976404	-0.793240920435726	-0.534175392594891	-0.773419745886299	-0.851654028685464	-0.832363807728092	-0.737185531750654	-0.460922875419306
2009-05-11	-1.07828703976404	-0.793223759026384	-0.534000162860509	-0.77282660827197	-0.850472949321329	-0.832363807728092	-0.735962889674924	-0.459630499303511
2009-05-12	-1.07828703976404	-0.793239553406921	-0.534175392594891	-0.772766289192547	-0.85033040526014	-0.832363807728092	-0.735815329424405	-0.459499071223939
2009-05-13	-1.07828703976404	-0.793221091739567	-0.533996658265821	-0.772856767811682	-0.850534039633267	-0.832363807728092	-0.73602612978229	-0.459718118023226
2009-05-14	-1.07828703976404	-0.793200239296279	-0.533821428531439	-0.772655704213604	-0.850126770887014	-0.832363807728092	-0.735604529066521	-0.459301924723644
2009-05-15	-1.07828703976404	-0.793222555948073	-0.534000162860509	-0.772575278774373	-0.849963863388512	-0.832363807728092	-0.735435888780213	-0.459104791366158
2009-05-16	-1.07828703976404	-0.793183049549788	-0.532423095251071	-0.772886927351393	-0.850574766507892	-0.832363807728092	-0.736068289853867	-0.459564785263725
2009-05-17	-1.07828703976404	-0.793239514690786	-0.534175392594891	-0.772786395552354	-0.850371132134766	-0.832363807728092	-0.735857489495982	-0.459542880583796
2009-05-18	-1.07828703976404	-0.793239604523717	-0.534175392594891	-0.772796448732258	-0.850391495572078	-0.832363807728092	-0.735878569531771	-0.459564785263725
2009-05-19	-1.07828703976404	-0.793239851915172	-0.534175392594891	-0.773037725049952	-0.850880218067582	-0.832363807728092	-0.736384490390693	-0.460090497582014
2009-05-20	-1.07828703976404	-0.793240874884923	-0.534175392594891	-0.772997512330336	-0.850798764318332	-0.832363807728092	-0.736300170247539	-0.460002878862299
2009-05-21	-1.07828703976404	-0.793239620294946	-0.534175392594891	-0.773148310028894	-0.851104215878022	-0.832363807728092	-0.736616370784366	-0.46033144906123
2009-05-22	-1.07828703976404	-0.793239384676566	-0.534175392594891	-0.773208629108318	-0.851226396501898	-0.832363807728092	-0.736742850999097	-0.460462877140802
2009-05-23	-1.07828703976404	-0.793239253613844	-0.534175392594891	-0.773972670781013	-0.85277401773766	-0.832363807728092	-0.738344933719018	-0.462127632815385
2009-05-24	-1.07828703976404	-0.793239820187073	-0.534175392594891	-0.773077937769567	-0.850961671816833	-0.832363807728092	-0.736468810533847	-0.460178116301729
2009-05-25	-1.07828703976404	-0.793239544994363	-0.534175392594891	-0.772917086891105	-0.85063585681983	-0.832363807728092	-0.736131529961232	-0.45982764142287
2009-05-26	-1.07828703976404	-0.793239542415776	-0.534175392594891	-0.772907033711201	-0.850615493382518	-0.832363807728092	-0.736110449925443	-0.459805736742941
2009-05-27	-1.07828703976404	-0.793240863588326	-0.534175392594891	-0.772786395552354	-0.850371132134766	-0.832363807728092	-0.735857489495982	-0.459542880583796
2009-05-28	-1.07828703976404	-0.793239676068446	-0.534175392594891	-0.77300756551024	-0.850819127755644	-0.832363807728092	-0.736321250283328	-0.460024783542228
2009-05-29	-1.07828703976404	-0.792890032703334	-0.523661608531971	-0.77295729961072	-0.850717310569081	-0.832363807728092	-0.736215850104386	-0.45862288402679
2009-05-30	-1.07828703976404	-0.793240996239067	-0.534175392594891	-0.77300756551024	-0.850819127755644	-0.832363807728092	-0.736321250283328	-0.460024783542228
2009-05-31	-1.07828703976404	-0.793239253613844	-0.534175392594891	-0.772856767811682	-0.850513676195954	-0.832363807728092	-0.736005049746501	-0.459696213343297
2009-06-01	-1.07828703976404	-0.79321898736715	-0.534175392594891	-0.773289054547549	-0.851409667437712	-0.832363807728092	-0.736932571321192	-0.460660019260161
2009-06-02	-1.07828703976404	-0.793239803635494	-0.534175392594891	-0.773148310028894	-0.851104215878022	-0.832363807728092	-0.736616370784366	-0.46033144906123
2009-06-03	-1.07828703976404	-0.793239309114897	-0.534175392594891	-0.773057831409759	-0.850920944942208	-0.832363807728092	-0.73642665046227	-0.460134306941872
2009-06-04	-1.07828703976404	-0.793239393078025	-0.534175392594891	-0.773650969024089	-0.852122387743655	-0.832363807728092	-0.737670372573788	-0.461426683057666
2009-06-05	-1.07828703976404	-0.793239826150998	-0.534175392594891	-0.773470011785819	-0.851755845872027	-0.832363807728092	-0.737290931929596	-0.461032398818949
2009-06-06	-1.07828703976404	-0.793243786199655	-0.534175392594891	-0.773801766722647	-0.852427839303345	-0.832363807728092	-0.737986573110615	-0.461755253256597
2009-06-07	-1.07828703976404	-0.793239253613844	-0.534175392594891	-0.774002830320725	-0.852835108049598	-0.832363807728092	-0.738408173826383	-0.462193346855171
2009-06-08	-1.07828703976404	-0.793240235674103	-0.534175392594891	-0.77331921408726	-0.851450394312337	-0.832363807728092	-0.736974731392769	-0.460703828620018
2009-06-09	-1.07828703976404	-0.793240526595391	-0.534175392594891	-0.773098044129375	-0.851002398691458	-0.832363807728092	-0.736510970605424	-0.460221925661587
2009-06-10	-1.07828703976404	-0.79323964680201	-0.534175392594891	-0.773208629108318	-0.851226396501898	-0.832363807728092	-0.736742850999097	-0.460462877140802
2009-06-11	-1.07828703976404	-0.793239546038737	-0.534175392594891	-0.773108097309279	-0.851022762128771	-0.832363807728092	-0.736532050641212	-0.460243830341515
2009-06-12	-1.07828703976404	-0.793239672006382	-0.534175392594891	-0.773128203669087	-0.851063489003396	-0.832363807728092	-0.736574210712789	-0.460287639701373
2009-06-13	-1.07828703976404	-0.793242414173681	-0.534175392594891	-0.773299107727453	-0.851409667437712	-0.832363807728092	-0.736932571321192	-0.460660019260161
2009-06-14	-1.07828703976404	-0.793240729941798	-0.534175392594891	-0.773339320447068	-0.851491121186962	-0.832363807728092	-0.737016891464346	-0.460747637979876
2009-06-15	-1.07828703976404	-0.793239850588564	-0.534175392594891	-0.773218682288222	-0.85124675993921	-0.832363807728092	-0.736763931034885	-0.460484781820731
2009-06-16	-1.07828703976404	-0.793240073204703	-0.534175392594891	-0.773309160907357	-0.851430030875024	-0.832363807728092	-0.736953651356981	-0.46068192394009
2009-06-17	-1.07828703976404	-0.793241584657974	-0.534175392594891	-0.773268948187741	-0.851348577125774	-0.832363807728092	-0.736869331213827	-0.460594305220375
2009-06-18	-1.07828703976404	-0.793240529452814	-0.534175392594891	-0.773228735468126	-0.851267123376523	-0.832363807728092	-0.736785011070674	-0.46050668650066
2009-06-19	-1.07828703976404	-0.793240441463923	-0.534175392594891	-0.773168416388702	-0.851144942752647	-0.832363807728092	-0.736658530855943	-0.460375258421088
2009-06-20	-1.07828703976404	-0.793240678140814	-0.534175392594891	-0.773198575928414	-0.851206033064585	-0.832363807728092	-0.736721770963308	-0.460440972460874
2009-06-21	-1.07828703976404	-0.793241211690915	-0.534175392594891	-0.773289054547549	-0.851389304000399	-0.832363807728092	-0.736911491285404	-0.460638114580232
2009-06-22	-1.07828703976404	-0.792772170646033	-0.523661608531971	-0.773228735468126	-0.851267123376523	-0.832363807728092	-0.736785011070674	-0.459214310384865
2009-06-23	-1.07828703976404	-0.793240613389587	-0.534175392594891	-0.773279001367645	-0.851368940563086	-0.832363807728092	-0.736890411249616	-0.460616209900304
2009-06-24	-1.07828703976404	-0.793206299048775	-0.533737318258936	-0.773158363208798	-0.851144942752647	-0.832363807728092	-0.736658530855943	-0.460353800596629
2009-06-25	-1.07828703976404	-0.793240429636107	-0.534175392594891	-0.773299107727453	-0.851409667437712	-0.832363807728092	-0.736932571321192	-0.460660019260161
2009-06-26	-1.07828703976404	-0.793099120320395	-0.530670797907251	-0.773138256848991	-0.851083852440709	-0.832363807728092	-0.736595290748578	-0.459893355462656
