Date	ATRCT	AVBLS	ETRAV	NADDU	NTRAN	NTRBL	NTREP	TOUTV	TRFEE	Volume_BTC	Volume_Currency	Weighted_Price	JPY_Rate	GBP_Rate	CHF_Rate	EUR_Rate	CNY_Rate	CAD_Rate	SEK_Rate	Dollar_Index
2013-04-14	7.95	0.151837501058	184978	57080	53417	462	23968	812695.555061	50.74181733	14997.98	1433369.79	95.57	NA	NA	NA	NA	NA	NA	NA	NA
2013-04-15	7.08333333333	0.159862214327	227885	80731	55211	331	26933	871408.532465	76.63350621	30711.73	2646266.63	86.16	0.0101596074327688	1.53428827435529	1.07543649278651	1.30843469340758	0.160135538719973	0.983787187155674	0.156806417773067	1
2013-04-16	6.85	0.163412761167	551347	79311	65797	259	33725	1795688.62981	47.7076591	60656.9	3997380.49	65.9	0.0102404561508788	1.5315976247984	1.07691893492717	1.30907358171695	0.160183506224731	0.978981272088265	0.156437480543088	1
2013-04-17	6.95	0.155839131978	319318	84698	56164	288	33619	1364790.98045	54.86451829	37935.49	3089589.3	81.44	0.0102279712512184	1.53043265331109	1.07927489995122	1.31163194558301	0.160320898310057	0.976848686138517	0.15588877647576	1
2013-04-18	9.25	0.143128950903	263182	72737	52605	360	28920	6165997.45685	75.99131193	19310.57	1764430.05	91.37	0.0101965694661688	1.52745679970306	1.07579051776722	1.3081950571158	0.160372320378992	0.975467004828562	0.154205571447296	1
2013-04-19	8.76666666667	0.218420768738	274850	87326	57863	388	35933	2035030.28971	52.32051628	32430.88	3598670.74	110.96	0.0101385431927286	1.52793057083486	1.07338059070281	1.30628453489739	0.160373863550709	0.97524820066707	0.153327905525478	1
2013-04-20	8.06666666667	0.15147427526	172944	61190	48016	384	26957	1073892.02793	47.63908441	9682.23	1108189.54	114.46	NA	NA	NA	NA	NA	NA	NA	NA
2013-04-21	7.01666666667	0.123580362605	152250	59238	45154	328	24533	1013491.40385	33.70386177	19967.22	2198591.49	110.11	NA	NA	NA	NA	NA	NA	NA	NA
2013-04-22	7.31666666667	0.133409741484	155334	77777	46737	303	27512	1532386.05078	45.88692146	9070.59	1037368.48	114.37	0.0100630449767795	1.52611177242621	1.07176770935375	1.30605762587457	0.160298796957529	0.974953445972955	0.153188151815586	1
2013-04-23	7.36666666667	0.160297951608	178286	72900	57304	245	31495	1578962.34682	42.08181801	14238.02	1709225.42	120.05	0.0100724308502441	1.52534358364222	1.06731787287817	1.30333745622415	0.160302908375667	0.974231574845341	0.15229044834308	1
2013-04-24	6.61666666667	0.19116481781	250438	85420	67982	276	33712	2091426.70458	79.62969215	28045.66	3904704.13	139.23	0.0100686379045956	1.52558094122242	1.05992834884362	1.30093823665628	0.160377978820484	0.974174630544271	0.151178893007674	1
2013-04-25	7.48333333333	0.178093664301	258175	73729	61214	327	31457	1745107.96885	50.77780195	21533.17	2975027.9	138.16	0.0100622551727538	1.53274557649627	1.05726350601266	1.30210367870331	0.160516220164048	0.976600648462831	0.151262817633009	1
2013-04-26	6.4	0.151686879091	252533	74621	56533	357	28632	1223971.53815	50.84713758	16519.71	2086925.52	126.33	0.0101116528710016	1.54279084693046	1.05901577192189	1.30252259551073	0.160700396608579	0.980007840062721	0.151714909479299	1
2013-04-27	7.2	0.141199657752	221082	62711	48325	397	24689	893994.838996	42.57794746	8658.93	1081621.14	124.91	NA	NA	NA	NA	NA	NA	NA	NA
2013-04-28	7.95	0.120677057141	166226	107554	40986	379	22796	617354.607989	32.57042361	5094.63	642425.75	126.1	NA	NA	NA	NA	NA	NA	NA	NA
2013-04-29	6.35	0.133634577799	291162	73687	50009	313	27314	897729.201895	35.83009291	10699.29	1420930.4	132.81	0.0101909477887172	1.54887474249957	1.06257617342943	1.3054676903274	0.160852906451167	0.984116361918633	0.152407427728398	1
2013-04-30	7.76666666667	0.176943650982	232155	60887	48795	320	25564	1785923.38873	54.59361391	9230.59	1224040.25	132.61	0.0102303255494196	1.55047894294548	1.06765973257259	1.30961361160003	0.160941702087253	0.988161821379869	0.15302968163705	1
2013-05-01	8	0.159959745745	265397	61672	50437	314	24530	1233492.0586	35.90344815	24199.84	2872226.02	118.69	0.0102581778193576	1.55365146936588	1.07447855555699	1.31568733479901	0.160989635487267	0.991748651221834	0.15403526175212	1
2013-05-02	7.86666666667	0.181149747637	314467	67744	57278	336	27688	1127675.26753	55.0843293	31889.91	3417960.52	107.18	0.0102598933586684	1.5551519072383	1.07587153663504	1.31544503478694	0.16106586949799	0.992457324335054	0.154136404552573	1
2013-05-03	8.8	0.175324790332	372936	70210	55859	290	26506	912306.813074	49.20782248	32940.64	3021666.25	91.73	0.0101945320607839	1.55465869023115	1.07198140755447	1.31085823199307	0.161106349523447	0.990677722630051	0.153645469225581	1
2013-05-04	7.23333333333	0.14923261048	170898	56115	48349	399	18242	552714.557405	42.74796187	22072.32	2365180.12	107.16	NA	NA	NA	NA	NA	NA	NA	NA
2013-05-05	7.8	0.150220431291	187214	55974	49419	406	21113	613475.062548	38.14591919	9441.68	1068244.9	113.14	NA	NA	NA	NA	NA	NA	NA	NA
2013-05-06	6.53333333333	0.153041371539	270750	64381	51244	402	24879	794309.095708	50.99940307	16328.52	1868129.52	114.41	0.0101095163910644	1.55551234687925	1.06844455841186	1.30987264108311	0.161053418197748	0.991276764472641	0.153415175215472	1
2013-05-07	6.7	0.159965954044	455952	89457	59215	389	27551	1023330.9609	45.04501941	16948.85	1790144.21	105.62	0.0100837150019462	1.55361526271634	1.06561753068712	1.3091764102121	0.161112319453507	0.993245927691697	0.153186274509804	1
2013-05-08	7.93333333333	0.146846139358	326095	95352	47359	345	25395	806731.721056	49.35342081	7581.11	831562.31	109.69	0.010101969277891	1.55118122450246	1.06541430766182	1.3107482668631	0.161411120580564	0.995084283638824	0.153344363904577	1
2013-05-09	6.78333333333	0.177025145795	168235	70728	66370	430	25416	693721.255125	68.44017033	3973.82	428095.45	107.73	0.0100946474141551	1.5518335689534	1.0660810328193	1.31272184999265	0.161660838793428	0.996482417067751	0.153603460378755	1
2013-05-10	6.68333333333	0.187101461216	199167	72244	67937	451	25530	914238.402404	60.18777245	8456.22	954601.63	112.89	0.00995094185664673	1.54506729540605	1.05536998633296	1.30549495883122	0.161515141236915	0.993176874869646	0.152663831190442	1
2013-05-11	6.83333333333	0.183977121626	208585	67240	70410	417	21238	706784.944378	63.69813949	2984.37	334662.98	112.14	NA	NA	NA	NA	NA	NA	NA	NA
2013-05-12	6.81666666667	0.17285727383	213420	61435	69320	378	19684	613817.456838	59.03344042	3027.16	336190.51	111.06	NA	NA	NA	NA	NA	NA	NA	NA
2013-05-13	6.61666666667	0.156985081567	263571	65440	62190	353	23179	995953.369658	60.08625448	4567.74	514577.1	112.65	0.00984436065799707	1.53631306373087	1.04593210854683	1.29879744344711	0.161301249439478	0.989609104403761	0.151599679821476	1
2013-05-14	8.75	0.191748002759	198946	68323	63287	305	26812	778189.97234	54.66430818	7590.89	838216.76	110.42	0.0098255956767379	1.53023827340155	1.04432534494066	1.29788211596317	0.161306713424106	0.988073947454227	0.151054891837145	1
2013-05-15	7.76666666667	0.202390865404	287540	70212	66411	362	28149	825250.573498	49.64959569	12648.36	1318163.79	104.22	0.00979201754729545	1.52422295113951	1.03738421495431	1.2929836243624	0.161258331008526	0.983883980401031	0.150257541426004	1
2013-05-16	7.88333333333	0.199357138009	215241	67246	60543	366	26773	708868.277621	57.87351884	4327.28	464194.49	107.27	0.00977583998905106	1.52372129309084	1.03525241524388	1.28882089642649	0.161153082536163	0.982607841210573	0.149944820306127	1
2013-05-17	7.55	0.172505307642	179148	64560	60896	325	26882	751659.735726	88.4985171	8260.41	912723.99	110.49	0.00976047787299666	1.52342881169506	1.03387063590281	1.28646153608653	0.161180096192281	0.978856695379796	0.149944820306127	1
2013-05-18	8.19166666667	0.158997717358	215396	55716	51982	340	22985	890106.519811	39.44980994	2934.52	333166.31	113.53	NA	NA	NA	NA	NA	NA	NA	NA
2013-05-19	8.73333333333	0.137607493958	115292	51111	47090	340	19778	465511.572902	42.20084266	3179.11	359003.07	112.93	NA	NA	NA	NA	NA	NA	NA	NA
2013-05-20	8.88333333333	0.158913011136	120053	56966	50093	324	22790	469681.090151	49.07464086	2508.42	284337.99	113.35	0.00974829892183814	1.52143319006504	1.03230388548859	1.28646153608653	0.161302290169916	0.974468914441629	0.149870212396065	1
2013-05-21	8.56666666667	0.1712911209	148971	63976	54664	247	25688	669674.33826	42.99289632	3903.69	447759.14	114.7	0.00975000975000975	1.52026513423941	1.03223142628577	1.2874238006038	0.161495317443271	0.973880524337274	0.150228422316132	1
2013-05-22	8.03333333333	0.150650621897	138220	65369	53981	304	26186	761102.617926	55.07809707	4090.8	475950.16	116.35	0.00973340211604162	1.51445165491705	1.02943356447548	1.28989317104757	0.161578035728135	0.972053462940462	0.150868019148169	1
2013-05-23	7.73333333333	0.155341089142	137576	65171	54824	340	27539	669637.355513	53.41115964	2957.42	353045.52	119.38	0.00976047787299666	1.50788397134417	1.0279636964341	1.28900197732903	0.161537057408655	0.96781061881811	0.150574063617542	1
2013-05-24	7.96666666667	0.154722001817	139597	67558	55106	326	28073	733232.760889	41.98819177	6862.39	864631.28	126	0.00982231433370331	1.50897159059186	1.03279645131139	1.29143237930919	0.16161485563753	0.967351874244256	0.150367799637914	1
2013-05-25	7.68333333333	0.148436069489	243637	60147	55836	338	23552	865063.361449	55.98522589	3117.1	397597.82	127.55	NA	NA	NA	NA	NA	NA	NA	NA
2013-05-26	9.46666666667	0.126502516847	69529	52307	39879	309	21292	391310.153811	30.67004412	2877.42	371147.17	128.99	NA	NA	NA	NA	NA	NA	NA	NA
2013-05-27	7.61666666667	0.142933867698	90814	59395	52377	264	23700	504337.019136	47.80327835	4792.25	610947.3	127.49	0.0098773236403864	1.51140049392568	1.03776531767553	1.29143237930919	0.161791877400587	0.968297925905843	0.150493166105327	1
2013-05-28	7.61666666667	0.152959976667	170467	56871	55138	250	23738	790756.391391	54.56592486	3332.65	415389.13	124.64	0.00984532986777722	1.50989205781679	1.0344856123741	1.29148074725076	0.161829842393916	0.966641211781423	0.150250994285955	1
2013-05-29	7.76666666667	0.150170224054	151157	66689	54919	249	28087	771923.007658	51.94317506	3023.42	382724.14	126.59	0.00982607841210573	1.50762026663772	1.03137121834851	1.28980333078812	0.161727508555385	0.963688227584612	0.14979253733579	1
2013-05-30	7.78333333333	0.157768678383	152657	63212	57170	286	26318	630011.588855	46.71194711	3664.62	468028.4	127.72	0.00987517775319956	1.51289363601292	1.03863515032167	1.29522270059114	0.161696389157934	0.965400061785604	0.150635531306582	1
2013-05-31	7.05	0.141768301687	169807	62386	57616	272	26691	738730.71909	48.95769767	1989.67	251584.5	126.45	0.00991286590866285	1.51917964299278	1.04518218047997	1.30005538235929	0.161708678581362	0.967801252334821	0.151438285112859	1
2013-06-01	6.56666666667	0.122364164603	95939	59033	52390	314	24158	499558.632543	39.3619438	1550.91	196531.32	126.72	NA	NA	NA	NA	NA	NA	NA	NA
2013-06-02	6.9	0.116701612286	113863	50677	51011	337	22684	437429.079839	44.65643906	7675.76	934549.95	121.75	NA	NA	NA	NA	NA	NA	NA	NA
2013-06-03	6.2	0.116384501663	180238	58321	52048	285	24959	643729.254666	49.50440017	5127.31	603698.48	117.74	0.00996224309865609	1.5239929835363	1.04744178056723	1.30187313506673	0.161765181662299	0.967426741609992	0.151664518085994	1
2013-06-04	6.45	0.127920418694	219563	63518	60118	276	27841	730847.337379	64.89014237	3589.82	431804.31	120.29	0.00999840025595905	1.5289397720045	1.05184435648688	1.30522062144164	0.161872017508077	0.968551144343177	0.152279780595292	1
2013-06-05	6.06666666667	0.127096289455	168716	67477	54947	235	25027	674394.727126	60.62469501	3080.43	368667.92	119.68	0.0100216768871068	1.53324144106297	1.05603088679138	1.30765448630101	0.161935976992136	0.96759523556106	0.152205379851356	1
2013-06-06	8.23333333333	0.142015408934	160891	60098	55918	290	26401	762431.292358	43.37307063	2116.92	252821.95	119.43	0.0100937711338333	1.54225786551511	1.06203224117478	1.31204668786934	0.16195328619413	0.967969876777435	0.15208755376295	1
2013-06-07	7.71666666667	0.154354865507	236004	60504	54331	232	26978	716027.769499	40.4846895	8495.07	960723.74	113.09	0.0102550639505788	1.55328224070283	1.07110876895327	1.31986716856816	0.162038049774848	0.973131830169033	0.152416951813381	1
2013-06-08	6.7	0.12644918192	139006	51054	47973	224	23662	428601.405288	45.68561726	4875.68	533434.77	109.41	NA	NA	NA	NA	NA	NA	NA	NA
2013-06-09	7.66666666667	0.124418801176	230003	45062	46237	279	20904	642064.629145	36.50155661	16848.14	1663514.1	98.74	NA	NA	NA	NA	NA	NA	NA	NA
2013-06-10	7.05	0.103996112612	160360	48672	42406	235	20896	491518.550798	34.19488951	7405.6	759915.01	102.61	0.0102176147591402	1.5549898847908	1.07001309696031	1.32222138481535	0.162062734484519	0.978895023297702	0.152197735297699	1
2013-06-11	7.26666666667	0.124763217839	144557	57169	51208	214	23454	569521.547653	47.23966648	3797.28	406293.67	107	0.0102131588381102	1.55626521249245	1.07240330943661	1.32518433314074	0.162064310359637	0.980248002744694	0.152030211443618	1
2013-06-12	6.43333333333	0.103890504837	174425	52722	46417	281	21852	600093.883646	43.47723521	4212	455969.65	108.25	0.010336964364349	1.56319122361919	1.07924577987919	1.32960688842737	0.162135256473655	0.980815253638825	0.152671522638897	1
2013-06-13	5.88333333333	0.0996600580957	133983	53645	43302	322	22741	533607.001973	38.93851606	5377.05	573297.45	106.62	0.0104882379655336	1.56725318505029	1.0847069338806	1.33284107069789	0.162213895242266	0.981431319436266	0.153389054463852	1
2013-06-14	7.76666666667	0.124817715135	192239	60855	48124	375	26342	741296.841692	38.16991619	5143.66	523519.39	101.78	0.0105454530115705	1.56834699363565	1.0844704910157	1.33393449314491	0.162305517413759	0.982607841210573	0.154253382776684	1
2013-06-15	7.4	0.104579513723	140122	52008	41531	338	21840	509157.724804	37.25196643	2644.79	265024.6	100.21	NA	NA	NA	NA	NA	NA	NA	NA
2013-06-16	6.51666666667	0.0934666771302	103445	37955	40076	306	17372	458689.591168	29.0746919	1692.66	169779.83	100.3	NA	NA	NA	NA	NA	NA	NA	NA
2013-06-17	7.8	0.121433710123	119282	45693	43399	247	20835	557268.802313	35.05299427	2174.33	219158.76	100.79	0.0105492020056143	1.57019395035675	1.08294374432131	1.33393449314491	0.162413332185612	0.983429217682057	0.15483183714168	1
