Date,Value
2015-07-28,4261604875.0
2015-07-27,4196339601.75
2015-07-26,4217430293.5
2015-07-25,4141275320.0
2015-07-24,4142772627.5
2015-07-23,3987897004.0
2015-07-22,3999837095.0
2015-07-21,4019420682.75
2015-07-20,4008217039.5
2015-07-19,3975965187.75
2015-07-18,4003628992.0
2015-07-17,4001221266.0
2015-07-16,3968131248.0
2015-07-15,4185723080.0
2015-07-14,4212217418.5
2015-07-13,4168493842.5
2015-07-12,4446326685.0
2015-07-11,4218182000.0
2015-07-10,4123436257.5
2015-07-09,3888176093.0
2015-07-08,3872881222.0
2015-07-07,3837098590.5
2015-07-06,3923809460.75
2015-07-05,3887492037.0
2015-07-04,3700017152.0
2015-07-03,3658574047.5
2015-07-02,3656967385.5
2015-07-01,3696067023.75
2015-06-30,3762199291.5
2015-06-29,3636186255.0
2015-06-28,3563126298.0
2015-06-27,3558488937.5
2015-06-26,3453038843.25
2015-06-25,3462594912.0
2015-06-24,3443311744.0
2015-06-23,3489324384.0
2015-06-22,3523205318.75
2015-06-21,3466817874.75
2015-06-20,3489093090.0
2015-06-19,3522146336.25
2015-06-18,3546871875.0
2015-06-17,3570341154.0
2015-06-16,3503622535.0
2015-06-15,3375945331.5
2015-06-14,3312113463.75
2015-06-13,3285158823.0
2015-06-12,3280825686.0
2015-06-11,3266066700.0
2015-06-10,3251063484.25
2015-06-09,3279954697.5
2015-06-08,3249096900.0
2015-06-07,3171359940.0
2015-06-06,3197349335.25
2015-06-05,3191604605.0
2015-06-04,3210595731.0
2015-06-03,3220468764.0
2015-06-02,3198892481.5
2015-06-01,3163506560.0
2015-05-31,3298555151.25
2015-05-30,3285902376.0
2015-05-29,3352703354.0
2015-05-28,3360445832.0
2015-05-27,3338639125.0
2015-05-26,3351138399.0
2015-05-25,3346224108.75
2015-05-24,3413660332.5
2015-05-23,3388826794.5
2015-05-22,3412658925.0
2015-05-21,3347966800.0
2015-05-20,3327208635.0
2015-05-19,3290077757.0
2015-05-18,3351802886.25
2015-05-17,3341497738.0
2015-05-16,3352520598.25
2015-05-15,3365503020.0
2015-05-14,3374718444.0
2015-05-13,3436174904.0
2015-05-12,3418066879.0
2015-05-11,3455032100.5
2015-05-10,3385659603.75
2015-05-09,3409353360.0
2015-05-08,3460059372.0
2015-05-07,3307483748.5
2015-05-06,3331977963.75
2015-05-05,3315170883.0
2015-05-04,3335594229.0
2015-05-03,3396097404.0
2015-05-02,3305201503.5
2015-05-01,3294461783.25
2015-04-30,3317590248.0
2015-04-29,3183645204.75
2015-04-28,3140185113.0
2015-04-27,3138324233.75
2015-04-26,3078777333.5
2015-04-25,3221419770.0
2015-04-24,3253364933.0
2015-04-23,3316759348.0
2015-04-22,3342138811.0
2015-04-21,3165877506.0
2015-04-20,3161465083.0
2015-04-19,3175869114.0
2015-04-18,3127275396.0
2015-04-17,3131458310.75
2015-04-16,3228428497.5
2015-04-15,3077794818.0
2015-04-14,3035523600.0
2015-04-13,3175023906.0
2015-04-12,3325501365.0
2015-04-11,3323853832.5
2015-04-10,3309144475.5
2015-04-09,3438416790.0
2015-04-08,3450310038.25
2015-04-07,3584116146.0
2015-04-06,3572161132.5
2015-04-05,3604010402.5
2015-04-04,3557341515.75
2015-04-03,3565053258.75
2015-04-02,3536772754.0
2015-04-01,3399420022.5
2015-03-31,3401639125.0
2015-03-30,3432372892.0
2015-03-29,3415687192.5
2015-03-28,3519286704.0
2015-03-27,3477917244.75
2015-03-26,3523694619.5
2015-03-25,3434680104.0
2015-03-24,3463709254.5
2015-03-23,3717523388.25
2015-03-22,3638709587.5
2015-03-21,3600557275.5
2015-03-20,3627139245.0
2015-03-19,3637668805.0
2015-03-18,3709717423.75
2015-03-17,4004115563.0
2015-03-16,4056925176.0
2015-03-15,3954043366.0
2015-03-14,3961922926.25
2015-03-13,4034835730.25
2015-03-12,4143624087.0
2015-03-11,4085522367.75
2015-03-10,4095028099.5
2015-03-09,4002310934.0
2015-03-08,3811928062.5
2015-03-07,3838133075.5
2015-03-06,3785549759.0
2015-03-05,3694216021.25
2015-03-04,3916209466.25
2015-03-03,3833785480.0
2015-03-02,3666101617.5
2015-03-01,3439351080.0
2015-02-28,3513702465.0
2015-02-27,3527012250.0
2015-02-26,3296957187.5
2015-02-25,3311229561.75
2015-02-24,3331249442.5
2015-02-23,3288669462.75
2015-02-22,3272741800.0
2015-02-21,3405774966.5
2015-02-20,3375820757.0
2015-02-19,3347513318.25
2015-02-18,3253436855.25
2015-02-17,3378924200.0
2015-02-16,3265287115.5
2015-02-15,3376876497.75
2015-02-14,3394323806.25
2015-02-13,3319054029.0
2015-02-12,3067764710.5
2015-02-11,3069222640.5
2015-02-10,3043095552.0
2015-02-09,3045448195.5
2015-02-08,3087557512.5
2015-02-07,3109769195.0
2015-02-06,3044045825.25
2015-02-05,3000292899.0
2015-02-04,3071111004.0
2015-02-03,3262655450.0
2015-02-02,3075532375.0
2015-02-01,3043276324.0
2015-01-31,3166115890.0
2015-01-30,3170875530.75
2015-01-29,3212507056.5
2015-01-28,3432695925.0
2015-01-27,3662740944.5
2015-01-26,3736655601.75
2015-01-25,3400567198.5
2015-01-24,3365806048.0
2015-01-23,3205368430.25
2015-01-22,3216610342.5
2015-01-21,2958639540.0
2015-01-20,2927526251.0
2015-01-19,2918642141.0
2015-01-18,2901196119.5
2015-01-17,2707305216.0
2015-01-16,2819635181.25
2015-01-15,2994028686.5
2015-01-14,2422228637.5
2015-01-13,3167787711.0
2015-01-12,3703664250.0
2015-01-11,3733411893.75
2015-01-10,3811241000.0
2015-01-09,3793813880.0
2015-01-08,3792762040.0
2015-01-07,3791827840.0
2015-01-06,3790803680.0
2015-01-05,3789717240.0
2015-01-04,3708212136.75
2015-01-03,4136728482.25
2015-01-02,4324528908.75
2015-01-01,4317110682.5
2014-12-31,4339040505.0
2014-12-30,4278907103.0
2014-12-29,4296892594.5
2014-12-28,4336676937.5
2014-12-27,4293704692.5
2014-12-26,4478641758.5
2014-12-25,4357639535.5
2014-12-24,4469253041.75
2014-12-23,4595814288.0
2014-12-22,4534046550.0
2014-12-21,4456636200.75
2014-12-20,4438688455.0
2014-12-19,4327589638.75
2014-12-18,4327558492.5
2014-12-17,4333263510.0
2014-12-16,4584536858.75
2014-12-15,4793307332.5
2014-12-14,4807337088.0
2014-12-13,4765766121.75
2014-12-12,4829389818.0
2014-12-11,4841998530.0
2014-12-10,4770972114.75
2014-12-09,4760292226.75
2014-12-08,4986234561.0
2014-12-07,5103296365.5
2014-12-06,5079337165.0
2014-12-05,5077030936.5
2014-12-04,5044277364.75
2014-12-03,5132181106.25
2014-12-02,5180956836.0
2014-12-01,5176753038.0
2014-11-30,5097293877.0
2014-11-29,5112905893.5
2014-11-28,5096576448.0
2014-11-27,5047706145.5
2014-11-26,5030504780.0
2014-11-25,5159022365.25
2014-11-24,5198006400.0
2014-11-23,4912198474.0
2014-11-22,4867761185.0
2014-11-21,4827117112.5
2014-11-20,4890916442.5
2014-11-19,5066365722.0
2014-11-18,5134550134.25
2014-11-17,5113804134.0
2014-11-16,5182200331.25
2014-11-15,5038882560.0
2014-11-14,5353659140.0
2014-11-13,5487177696.0
2014-11-12,5802913006.5
2014-11-11,4924234458.0
2014-11-10,5069001613.5
2014-11-09,4804211514.0
2014-11-08,4661447670.0
2014-11-07,4611859378.5
2014-11-06,4687412655.0
2014-11-05,4605750325.0
2014-11-04,4425721720.0
2014-11-03,4385207114.0
2014-11-02,4392017915.25
2014-11-01,4403862030.75
2014-10-31,4584899553.75
2014-10-30,4530198325.0
2014-10-29,4616493552.0
2014-10-28,4768547912.0
2014-10-27,4788169325.0
2014-10-26,4772474124.75
2014-10-25,4683525526.75
2014-10-24,4810631776.5
2014-10-23,4883362638.0
2014-10-22,5165201887.5
2014-10-21,5189031450.0
2014-10-20,5160197007.5
2014-10-19,5213010586.0
2014-10-18,5220952124.0
2014-10-17,5127558024.75
2014-10-16,5061867359.5
2014-10-15,5274369650.0
2014-10-14,5512344464.5
2014-10-13,5103763143.0
2014-10-12,4879865751.75
2014-10-11,4813795279.75
2014-10-10,4798872496.5
2014-10-09,5064334156.5
2014-10-08,4626353890.5
2014-10-07,4417374855.0
2014-10-06,4422803400.0
2014-10-05,3920457791.25
2014-10-04,4484062800.0
2014-10-03,4853097937.5
2014-10-02,5013209451.25
2014-10-01,5137430973.75
2014-09-30,5101373770.0
2014-09-29,5090190768.0
2014-09-28,5063025000.0
2014-09-27,5337967003.5
2014-09-26,5395279765.5
2014-09-25,5432891464.0
2014-09-24,5748387369.75
2014-09-23,5628078450.0
2014-09-22,5333585347.5
2014-09-21,5402753935.0
2014-09-20,5524070247.0
2014-09-19,5300749487.5
2014-09-18,5688375693.0
2014-09-17,5949473600.0
2014-09-16,6212863800.0
2014-09-15,6307765712.5
2014-09-14,6308527913.25
2014-09-13,6364467155.5
2014-09-12,6237313762.5
2014-09-11,6216466025.0
2014-09-10,6426974895.25
2014-09-09,6179355602.0
2014-09-08,6311972619.75
2014-09-07,6363240583.0
2014-09-06,6367490749.5
2014-09-05,6429245278.5
2014-09-04,6428625750.0
2014-09-03,6251518222.0
2014-09-02,6393599083.75
2014-09-01,6377861181.0
2014-08-31,6315143457.0
2014-08-30,6654881727.0
2014-08-29,6759791170.25
2014-08-28,6723349466.75
2014-08-27,6792953412.0
2014-08-26,6763841117.25
2014-08-25,6643037913.75
2014-08-24,6733102331.25
2014-08-23,6640470759.0
2014-08-22,6827814187.5
2014-08-21,6924903790.5
2014-08-20,6679378132.5
2014-08-19,6416755312.5
2014-08-18,6160174810.75
2014-08-17,6469722234.0
2014-08-16,6692802825.0
2014-08-15,6548138844.0
2014-08-14,6854912354.5
2014-08-13,7226817835.5
2014-08-12,7479427096.0
2014-08-11,7600645788.75
2014-08-10,7729507191.75
2014-08-09,7721886298.5
2014-08-08,7728389582.5
2014-08-07,7699010020.0
2014-08-06,7622784020.0
2014-08-05,7602346577.5
2014-08-04,7780287333.0
2014-08-03,7723934074.25
2014-08-02,7745258967.25
2014-08-01,7878220817.0
2014-07-31,7667355850.0
2014-07-30,7501333455.0
2014-07-29,7603694000.0
2014-07-28,7672902534.0
2014-07-27,7743439126.25
2014-07-26,7785082818.0
2014-07-25,7870638896.5
2014-07-24,7849862761.5
2014-07-23,8119531937.0
2014-07-22,8104472551.5
2014-07-21,8077594531.5
2014-07-20,8135676167.5
2014-07-19,8226250420.0
2014-07-18,8209721212.0
2014-07-17,8156920850.0
2014-07-16,8069315506.0
2014-07-15,8114810685.25
2014-07-14,8107843950.0
2014-07-13,8211005775.0
2014-07-12,8222628582.0
2014-07-11,8198300350.25
2014-07-10,8059014834.5
2014-07-09,8122404507.0
2014-07-08,8105106240.0
2014-07-07,8080235477.0
2014-07-06,8240549910.75
2014-07-05,8215983881.0
2014-07-04,8248755523.5
2014-07-03,8357159646.0
2014-07-02,8484227550.0
2014-07-01,8487791107.5
2014-06-30,8038858000.0
2014-06-29,7725813900.0
2014-06-28,7737216399.0
2014-06-27,7629370137.5
2014-06-26,7368023675.0
2014-06-25,7339701600.0
2014-06-24,7576975431.0
2014-06-23,7651170800.0
2014-06-22,7708059500.0
2014-06-21,7639387910.75
2014-06-20,7666832261.0
2014-06-19,7806046764.0
2014-06-18,7807381180.0
2014-06-17,7715093732.5
2014-06-16,7678237000.0
2014-06-15,7230054767.25
2014-06-14,7194308660.0
2014-06-13,7502256450.0
2014-06-12,7950831675.0
2014-06-11,8244607176.0
2014-06-10,8369770837.5
2014-06-09,8380284372.25
2014-06-08,8391843100.0
2014-06-07,8418992602.5
2014-06-06,8435141762.5
2014-06-05,8470908648.0
2014-06-04,8287765076.5
2014-06-03,8660592155.0
2014-06-02,8112594157.5
2014-06-01,8668278779.5
2014-05-31,7965213010.0
2014-05-30,7816291020.0
2014-05-29,7287397400.0
2014-05-28,7366729894.5
2014-05-27,7460868060.75
2014-05-26,7486296000.0
2014-05-25,7368495625.0
2014-05-24,6681192720.0
2014-05-23,6755202796.0
2014-05-22,6706644944.0
2014-05-21,6333680297.25
2014-05-20,6205327067.25
2014-05-19,5709600195.0
2014-05-18,5716830220.5
2014-05-17,5739904793.0
2014-05-16,5743344319.0
2014-05-15,5734657426.5
2014-05-14,5713641818.0
2014-05-13,5602955327.5
2014-05-12,5633628300.0
2014-05-11,5548979625.0
2014-05-10,5769316392.5
2014-05-09,5762215354.0
2014-05-08,5626277325.0
2014-05-07,5690164672.5
