Date,Value
2015-07-13,14379075.0
2015-07-12,14375450.0
2015-07-11,14372000.0
2015-07-10,14368375.0
2015-07-09,14364475.0
2015-07-08,14361025.0
2015-07-07,14357175.0
2015-07-06,14353475.0
2015-07-05,14349225.0
2015-07-04,14345600.0
2015-07-03,14341725.0
2015-07-02,14337675.0
2015-07-01,14334175.0
2015-06-30,14330550.0
2015-06-29,14326975.0
2015-06-28,14323550.0
2015-06-27,14319875.0
2015-06-26,14316675.0
2015-06-25,14312975.0
2015-06-24,14308975.0
2015-06-23,14305200.0
2015-06-22,14301625.0
2015-06-21,14297925.0
2015-06-20,14294875.0
2015-06-19,14291525.0
2015-06-18,14287500.0
2015-06-17,14283650.0
2015-06-16,14280100.0
2015-06-15,14277025.0
2015-06-14,14273275.0
2015-06-13,14269650.0
2015-06-12,14265700.0
2015-06-11,14262300.0
2015-06-10,14258425.0
2015-06-09,14254475.0
2015-06-08,14250425.0
2015-06-07,14246900.0
2015-06-06,14242725.0
2015-06-05,14238700.0
2015-06-04,14235150.0
2015-06-03,14231600.0
2015-06-02,14228050.0
2015-06-01,14224400.0
2015-05-31,14220975.0
2015-05-30,14217300.0
2015-05-29,14214200.0
2015-05-28,14210275.0
2015-05-27,14206975.0
2015-05-26,14203350.0
2015-05-25,14199975.0
2015-05-24,14196375.0
2015-05-23,14192850.0
2015-05-22,14189850.0
2015-05-21,14186300.0
2015-05-20,14182475.0
2015-05-19,14178925.0
2015-05-18,14175525.0
2015-05-17,14172100.0
2015-05-16,14167775.0
2015-05-15,14164575.0
2015-05-14,14160450.0
2015-05-13,14156950.0
2015-05-12,14152900.0
2015-05-11,14148950.0
2015-05-10,14145225.0
2015-05-09,14142000.0
2015-05-08,14138850.0
2015-05-07,14135150.0
2015-05-06,14131125.0
2015-05-05,14127550.0
2015-05-04,14123700.0
2015-05-03,14120400.0
2015-05-02,14116950.0
2015-05-01,14113275.0
2015-04-30,14109600.0
2015-04-29,14106275.0
2015-04-28,14103050.0
2015-04-27,14099125.0
2015-04-26,14095675.0
2015-04-25,14091950.0
2015-04-24,14088100.0
2015-04-23,14085100.0
2015-04-22,14081650.0
2015-04-21,14078075.0
2015-04-20,14074100.0
2015-04-19,14069950.0
2015-04-18,14066550.0
2015-04-17,14063225.0
2015-04-16,14059875.0
2015-04-15,14056425.0
2015-04-14,14053350.0
2015-04-13,14049400.0
2015-04-12,14045875.0
2015-04-11,14042475.0
2015-04-10,14039050.0
2015-04-09,14035500.0
2015-04-08,14031925.0
2015-04-07,14028950.0
2015-04-06,14024975.0
2015-04-05,14021750.0
2015-04-04,14017975.0
2015-04-03,14014125.0
2015-04-02,14010350.0
2015-04-01,14006675.0
2015-03-31,14003125.0
2015-03-30,13999400.0
2015-03-29,13995850.0
2015-03-28,13992075.0
2015-03-27,13988325.0
2015-03-26,13984025.0
2015-03-25,13980300.0
2015-03-24,13976150.0
2015-03-23,13971975.0
2015-03-22,13968175.0
2015-03-21,13964850.0
2015-03-20,13961275.0
2015-03-19,13957750.0
2015-03-18,13954175.0
2015-03-17,13950650.0
2015-03-16,13947075.0
2015-03-15,13943800.0
2015-03-14,13940125.0
2015-03-13,13936775.0
2015-03-12,13933300.0
2015-03-11,13929975.0
2015-03-10,13925825.0
2015-03-09,13922050.0
2015-03-08,13918750.0
2015-03-07,13914850.0
2015-03-06,13911325.0
2015-03-05,13907375.0
2015-03-04,13904525.0
2015-03-03,13900600.0
2015-03-02,13896750.0
2015-03-01,13893000.0
2015-02-28,13889250.0
2015-02-27,13885875.0
2015-02-26,13881925.0
2015-02-25,13878325.0
2015-02-24,13874425.0
2015-02-23,13870975.0
2015-02-22,13867550.0
2015-02-21,13863775.0
2015-02-20,13860325.0
2015-02-19,13856175.0
2015-02-18,13852075.0
2015-02-17,13848050.0
2015-02-16,13844175.0
2015-02-15,13840225.0
2015-02-14,13836875.0
2015-02-13,13832850.0
2015-02-12,13829350.0
2015-02-11,13825950.0
2015-02-10,13822200.0
2015-02-09,13818450.0
2015-02-08,13814575.0
2015-02-07,13811375.0
2015-02-06,13807075.0
2015-02-05,13802700.0
2015-02-04,13799025.0
2015-02-03,13795000.0
2015-02-02,13791625.0
2015-02-01,13787950.0
2015-01-31,13783700.0
2015-01-30,13779825.0
2015-01-29,13776350.0
2015-01-28,13772100.0
2015-01-27,13768150.0
2015-01-26,13764525.0
2015-01-25,13761350.0
2015-01-24,13758200.0
2015-01-23,13755175.0
2015-01-22,13752075.0
2015-01-21,13748325.0
2015-01-20,13744900.0
2015-01-19,13741900.0
2015-01-18,13738025.0
2015-01-17,13734300.0
2015-01-15,13727150.0
2015-01-14,13723675.0
2015-01-13,13719900.0
2015-01-12,13717275.0
2015-01-11,13713175.0
2015-01-10,13709500.0
2015-01-09,13705975.0
2015-01-08,13702175.0
2015-01-07,13698800.0
2015-01-06,13695100.0
2015-01-05,13691175.0
2015-01-04,13686975.0
2015-01-03,13682825.0
2015-01-02,13678725.0
2015-01-01,13674725.0
2014-12-31,13670575.0
2014-12-30,13666700.0
2014-12-29,13663050.0
2014-12-28,13658825.0
2014-12-27,13654650.0
2014-12-26,13650650.0
2014-12-25,13647050.0
2014-12-24,13642825.0
