Timestamp	Volume_BTC	Volume_Currency	Weighted_Price
5/28/15	4497.61	1073765.63	238.74
5/29/15	5814.11	1384129.52	238.06
5/30/15	3503.62	825072.8	235.49
5/31/15	5392.43	1255723.25	232.87
6/1/15	9066.67	2069857.77	228.29
6/2/15	10102.75	2289101.98	226.58
6/3/15	8207.82	1869580.25	227.78
6/4/15	6759.88	1534835.6	227.05
6/5/15	7140.63	1613986.37	226.03
6/6/15	4217.63	958006.2	227.14
6/7/15	3700.54	838416.86	226.57
6/8/15	8234.21	1874260.02	227.62
6/9/15	7237.44	1667607.86	230.41
6/10/15	6025.51	1388072.4	230.37
6/11/15	5894.67	1360352.81	230.78
6/12/15	5738.41	1331253.4	231.99
6/13/15	4218.79	978225.68	231.87
6/14/15	5855.65	1373494.09	234.56
6/15/15	8289.33	1963942.92	236.92
6/16/15	14770.35	3608605.59	244.31
6/17/15	15394.99	3862917.29	250.92
6/18/15	7608.55	1888818.67	248.25
6/19/15	7225.01	1776618.65	245.9
6/20/15	6671.91	1627779.64	243.97
6/21/15	4350.06	1062794.39	244.32
6/22/15	6416	1577634.4	245.89
6/23/15	4506.95	1105005.96	245.18
6/24/15	887.42	216498.79	243.96
6/25/15	Infinity	Infinity	Infinity
6/26/15	Infinity	Infinity	Infinity
6/27/15	Infinity	Infinity	Infinity
6/28/15	Infinity	Infinity	Infinity
6/29/15	Infinity	Infinity	Infinity
6/30/15	Infinity	Infinity	Infinity
7/1/15	Infinity	Infinity	Infinity
7/2/15	4192.28	1070677.46	255.39
7/3/15	5743.91	1457745.01	253.79
7/4/15	5407.06	1379849.13	255.19
7/5/15	9850.29	2598426.79	263.79
7/6/15	14135.05	3792479.25	268.3
7/7/15	9153.89	2404124.7	262.63
7/8/15	11588.3	3082818.48	266.03
7/9/15	14625.12	3919911.89	268.03
7/10/15	37708.67	10639306.28	282.14
7/11/15	2876.07	818537.51	284.6
7/12/15	Infinity	Infinity	Infinity
7/13/15	2870.25	813988.29	283.59
7/14/15	7087.31	2026677.65	285.96
7/15/15	6224.49	1771821.57	284.65
7/16/15	10791.04	2999632.06	277.97
7/17/15	7271.71	1990750.14	273.77
7/18/15	11877.4	3127342.74	263.3
7/19/15	3590.74	960652.66	267.54
7/20/15	5532.95	1498577.55	270.85
7/21/15	6393.04	1756330.55	274.73
7/22/15	4867.18	1324755.2	272.18
7/23/15	4216.46	1150469.75	272.85
7/24/15	10601.77	2970184.69	280.16
7/25/15	4656.28	1323859.68	284.32
7/26/15	3169.15	906643.78	286.08
7/27/15	6341.92	1803651.86	284.4
7/28/15	5280.56	1515823.87	287.06
7/29/15	4107.31	1172225.78	285.4
7/30/15	4345.81	1231496.76	283.38
7/31/15	5620.37	1572480.72	279.78
8/1/15	3501.22	971878.01	277.58
8/2/15	3394.95	942827.4	277.71
8/3/15	5335.27	1492905.68	279.82
8/4/15	4964.27	1390071.64	280.02
8/5/15	4691.69	1306242.55	278.42
8/6/15	4797.37	1324558.96	276.1
8/7/15	6556.78	1793168.89	273.48
8/8/15	10737.32	2846179.98	265.07
8/9/15	4020.52	1043671.17	259.59
8/10/15	4378.57	1138612.54	260.04
8/11/15	5348.86	1396006.58	260.99
8/12/15	5415.2	1424316.35	263.02
8/13/15	4413.03	1148115.92	260.17
8/14/15	4032.96	1057840.03	262.3
8/15/15	3314.61	864299.75	260.75
8/16/15	4116.63	1051187.48	255.35
8/17/15	4076.46	1042576.5	255.76
8/18/15	8612.38	2092779.86	243
8/19/15	15219.06	3428173.97	225.26
8/20/15	6796.38	1558606.26	229.33
8/21/15	6088.28	1397283.81	229.5
8/22/15	5011.43	1127901.14	225.07
8/23/15	5332.75	1190125.53	223.17
8/24/15	12589.9	2685223.33	213.28
8/25/15	15157.65	3198580.36	211.02
8/26/15	10744.19	2398499.53	223.24
8/27/15	7320.65	1631500.96	222.86
8/28/15	10645.12	2397219.49	225.19
8/29/15	4560.92	1032710.07	226.43
8/30/15	3603	812608.39	225.54
8/31/15	6988.69	1579946.2	226.07
9/1/15	5995.47	1348970.42	225
9/2/15	4565.01	1026847.76	224.94
9/3/15	5455.02	1222109.89	224.03
9/4/15	6255.84	1409779.46	225.35
9/5/15	6545.79	1493675.34	228.19
9/6/15	5774.36	1355573.27	234.76
9/7/15	8404.81	2002650.76	238.27
9/8/15	8129.67	1972298.26	242.61
9/9/15	6839.99	1622516.04	237.21
9/10/15	7908.21	1862119.55	235.47
9/11/15	5469.88	1299265.65	237.53
9/12/15	4939.15	1162557.24	235.38
9/13/15	3647.9	837432.48	229.57
9/14/15	8692.46	1984295.59	228.28
9/15/15	6520.27	1485654.89	227.85
9/16/15	6722.62	1525296.04	226.89
9/17/15	7138.38	1639731.67	229.71
9/18/15	7150.13	1650429.15	230.82
9/19/15	4345.79	995624.51	229.1
9/20/15	2748.33	632109.04	230
9/21/15	6543.8	1484345.3	226.83
9/22/15	8836.73	2015254	228.05
9/23/15	5627.7	1284042.58	228.16
9/24/15	6512.04	1508879.07	231.71
9/25/15	7634.59	1779929.99	233.14
9/26/15	4501.51	1044434.34	232.02
9/27/15	4366.1	1013560.56	232.14
9/28/15	8578.07	2016507.79	235.08
9/29/15	5556.85	1311799.41	236.07
9/30/15	6261.04	1476120.66	235.76
10/1/15	7059.63	1655513.82	234.5
10/2/15	5739.86	1352127.94	235.57
10/3/15	3867.81	911804.29	235.74
10/4/15	2849.21	673573.1	236.41
10/5/15	7706.21	1828248.84	237.24
10/6/15	9515.53	2296343.19	241.33
10/7/15	7608.78	1850054.9	243.15
10/8/15	5488.39	1326313.45	241.66
10/9/15	5595.98	1349014.5	241.07
10/10/15	3727.82	903750.43	242.43
10/11/15	3494.29	849608.54	243.14
10/12/15	7622.68	1855630.27	243.44
10/13/15	8539.81	2090844.12	244.83
10/14/15	8201.12	2042279.14	249.02
10/15/15	6242.41	1580518.95	253.19
10/16/15	9021.36	2334724.72	258.8
10/17/15	10618.11	2830591.49	266.58
10/18/15	6511.3	1701370.52	261.29
10/19/15	7144.25	1859017.09	260.21
10/20/15	7774.46	2061948.11	265.22
10/21/15	5999.16	1584757.83	264.16
10/22/15	8572.77	2295757.59	267.8
10/23/15	6346.61	1720156.38	271.04
10/24/15	5704.74	1559397.37	273.35
10/25/15	9992.22	2819770.66	282.2
10/26/15	5930.72	1652379.79	278.61
10/27/15	11459.5	3290351.05	287.13
10/28/15	10244.03	3034840.33	296.25
10/29/15	14990.77	4539980.61	302.85
10/30/15	17619.9	5527515.3	313.71
10/31/15	8021.66	2477523.46	308.85
11/1/15	13362.77	4067840.22	304.42
11/2/15	24257.5	7781548.76	320.79
11/3/15	41038.62	14859046.17	362.07
11/4/15	54489.8	22900978.1	420.28
11/5/15	32319.46	12748520.75	394.45
11/6/15	26068.66	9466737.08	363.15
11/7/15	10110.87	3761699.75	372.04
11/8/15	6241.56	2305443.58	369.37
11/9/15	10942.68	4008693.63	366.34
11/10/15	17436.28	6184399.85	354.69
11/11/15	28316.89	8921200.92	315.05
11/12/15	18317.63	5966703.64	325.74
11/13/15	7683.57	2546117.99	331.37
11/14/15	4848.46	1599720.01	329.94
11/15/15	7200.84	2305898.69	320.23
11/16/15	8221.82	2633535.46	320.31
11/17/15	8127.64	2682314.58	330.02
11/18/15	5749.32	1899530.13	330.39
11/19/15	7482.92	2439668.39	326.03
11/20/15	7488.94	2377250.16	317.43
11/21/15	3666.28	1184381.12	323.05
11/22/15	4676.45	1496150.44	319.93
11/23/15	5523.28	1768539.74	320.2
11/24/15	6000.76	1909157.3	318.15
11/25/15	8927.41	2877497.85	322.32
11/26/15	28876.3	9907816.65	343.11
11/27/15	13521.11	4726264.84	349.55
11/28/15	5899.58	2065061.26	350.04
11/29/15	6898.45	2481153.85	359.67
11/30/15	14381.53	5348117.11	371.87
12/1/15	11539.04	4176359.39	361.93
12/2/15	11085.65	3919824.41	353.59
12/3/15	7965.58	2855950.29	358.54
12/4/15	7287.61	2599298.34	356.67
12/5/15	13942.99	5165555.51	370.48
12/6/15	10894.9	4209004.33	386.33
12/7/15	8533.81	3300063.24	386.7
12/8/15	11150.44	4397578.61	394.39
12/9/15	16271.39	6723323.87	413.2
12/10/15	9108.23	3751905.57	411.92
12/11/15	17402.12	7456141.26	428.46
12/12/15	16934.93	7191567.73	424.66
12/13/15	7178.39	3083495.54	429.55
12/14/15	8176.2	3582218.17	438.13
12/15/15	13410.41	6049365.26	451.09
12/16/15	11975.5	5375047.34	448.84
12/17/15	7186.17	3218869.69	447.93
12/18/15	7724.01	3500367.51	453.18
12/19/15	5675.43	2588388.6	456.07
12/20/15	8849.34	3934029.87	444.56
12/21/15	9419.56	4091870.63	434.4
12/22/15	5880.92	2571104.15	437.19
12/23/15	6538.15	2873000.02	439.42
12/24/15	8478.13	3820989.66	450.69
12/25/15	4726.08	2124037.9	449.43
12/26/15	15779.93	6661098.71	422.12
12/27/15	6101.53	2556193.06	418.94
12/28/15	6599.71	2791180.16	422.92
12/29/15	6502.84	2775275	426.78
12/30/15	6923.1	2966457.56	428.49
12/31/15	5367.84	2280512.13	424.85
1/1/16	3908.58	1678978.11	429.56
1/2/16	2873.98	1237488.18	430.58
1/3/16	3960.34	1690319.44	426.81
1/4/16	5758.85	2476240.65	429.99
1/5/16	4848.4	2092854.15	431.66
1/6/16	4212.18	1808854.81	429.43
1/7/16	9905.26	4395719.57	443.78
1/8/16	6004.66	2703440.16	450.22
1/9/16	4575.68	2039121.26	445.64
1/10/16	4385.32	1937043.42	441.71
1/11/16	6268.21	2792006.13	445.42
1/12/16	5085.41	2260952.84	444.6
1/13/16	8286.35	3565670.52	430.31
1/14/16	4451.5	1918989.94	431.09
1/15/16	22178.01	8781605.67	395.96
1/16/16	23093.04	8507418.71	368.4
1/17/16	6540.09	2514975.89	384.55
1/18/16	7217.83	2766254.21	383.25
1/19/16	5925	2280420.64	384.88
1/20/16	15655.44	6312286.72	403.2
1/21/16	8470.3	3502879.89	413.55
1/22/16	10059.14	3950087.16	392.69
1/23/16	4597.59	1800899.75	391.71
1/24/16	8537.12	3405945.16	398.96
1/25/16	6281.05	2495491.65	397.3
1/26/16	4396.91	1739990.54	395.73
1/27/16	5592.32	2211155.53	395.39
1/28/16	5497.13	2118446.5	385.37
1/29/16	8612.2	3254701.36	377.92
1/30/16	3305.37	1260926.66	381.48
1/31/16	3011.29	1143336.32	379.68
2/1/16	6713.46	2535382.39	377.66
2/2/16	5155.6	1951613.21	378.54
2/3/16	9293.85	3470855.97	373.46
2/4/16	8376.53	3204393.21	382.54
2/5/16	4959.84	1934453.08	390.02
2/6/16	4734.39	1810080.1	382.33
2/7/16	4520.37	1719102.56	380.3
2/8/16	3963.31	1500908.88	378.7
2/9/16	5390.28	2037567.09	378.01
2/10/16	7804.31	2990215.34	383.15
2/11/16	3871.73	1484494.5	383.42
2/12/16	6421.81	2485479.29	387.04
2/13/16	5015.96	1964419.88	391.63
2/14/16	921.68	364312	395.27
