Timestamp	Volume_BTC	Volume_Currency	Weighted_Price
7/26/13	3632.22	323454.85	89.05
7/27/13	2331.83	204027.16	87.5
7/28/13	3675.05	326999.3	88.98
7/29/13	4519.47	410503.91	90.83
7/30/13	4359.16	404694.65	92.84
7/31/13	7603.9	736091.76	96.8
8/1/13	3234.66	308625.96	95.41
8/2/13	4281.65	408906.45	95.5
8/3/13	1726.16	163870.38	94.93
8/4/13	1758.42	166165.75	94.5
8/5/13	2960.02	283826.54	95.89
8/6/13	2972.16	287637	96.78
8/7/13	2802.11	272648.11	97.3
8/8/13	6100.3	577384.04	94.65
8/9/13	1830.48	172845.85	94.43
8/10/13	2384.64	222289.51	93.22
8/11/13	2784.64	261038.33	93.74
8/12/13	2775.71	261454.4	94.19
8/13/13	2382.24	224848.13	94.39
8/14/13	5075.75	491626.26	96.86
8/15/13	2589.69	250429.93	96.7
8/16/13	1973.03	189730.43	96.16
8/17/13	1279.68	123757.2	96.71
8/18/13	1290.94	125162.6	96.95
8/19/13	4699.54	466123.66	99.18
8/20/13	2432.24	244158.14	100.38
8/21/13	5668.11	596204.12	105.19
8/22/13	3416.1	367683.56	107.63
8/23/13	3521.03	367851.19	104.47
8/24/13	1949.82	206222.19	105.76
8/25/13	3510.17	382163.2	108.87
8/26/13	2991.51	324299.08	108.41
8/27/13	6060.4	686628.73	113.3
8/28/13	3063.48	353240.32	115.31
8/29/13	1712.81	197724.56	115.44
8/30/13	5097.67	605380.59	118.76
8/31/13	5162.41	638544.25	123.69
9/1/13	2713.18	337366.77	124.34
9/2/13	3418.26	427500.86	125.06
9/3/13	2179.55	272297.75	124.93
9/4/13	8233.35	982582.75	119.34
9/5/13	4982.26	578467.97	116.11
9/6/13	4963.91	577051	116.25
9/7/13	3172.11	368095.11	116.04
9/8/13	2130.12	246518.15	115.73
9/9/13	5363.5	633818.04	118.17
9/10/13	2050.98	247390.89	120.62
9/11/13	7498.66	908973.55	121.22
9/12/13	3737.34	462996.74	123.88
9/13/13	3277.93	406674.52	124.06
9/14/13	3316.2	411486.87	124.08
9/15/13	3101.73	380509.31	122.68
9/16/13	4114.46	510543.04	124.09
9/17/13	3515.21	437131.23	124.35
9/18/13	3562.3	446175.77	125.25
9/19/13	5568.59	683295.65	122.71
9/20/13	4835.86	588386.71	121.67
9/21/13	1925.17	233671.54	121.38
9/22/13	1543.68	187026.81	121.16
9/23/13	2634.95	319297.38	121.18
9/24/13	3365.82	406625.53	120.81
9/25/13	3399.94	416430.35	122.48
9/26/13	2285.64	279416.78	122.25
9/27/13	2739.51	336632.66	122.88
9/28/13	1786.11	219900.56	123.12
9/29/13	2714.53	336146.62	123.83
9/30/13	3099.64	380663.77	122.81
10/1/13	3873.42	479801.17	123.87
10/2/13	23606.26	2395109.25	101.46
10/3/13	7580.11	831661.7	109.72
10/4/13	4458.66	528038.88	118.43
10/5/13	1947.47	232649.44	119.46
10/6/13	1207.7	143724.31	119.01
10/7/13	3599.1	436335.88	121.23
10/8/13	7238.25	881999.15	121.85
10/9/13	8081.48	994401.75	123.05
10/10/13	7860.09	974212.38	123.94
10/11/13	4398.02	545745.18	124.09
10/12/13	1739.18	216621.09	124.55
10/13/13	4467.22	563453.75	126.13
10/14/13	20931.46	2739719.9	130.89
10/15/13	9012.27	1209693.51	134.23
10/16/13	32220.27	4414598.47	137.01
10/17/13	22771.29	3153285.04	138.48
10/18/13	27456.64	3902175	142.12
10/19/13	18321.12	2806387.37	153.18
10/20/13	4224.93	664689.87	157.33
10/21/13	12876.23	2139337.34	166.15
10/22/13	17428.77	3133729.14	179.8
10/23/13	20870.45	3973488.88	190.39
10/24/13	44180.35	7993939.83	180.94
10/25/13	35003.95	5946945.63	169.89
10/26/13	31430.66	5459827.48	173.71
10/27/13	12486.96	2222478.5	177.98
10/28/13	8053.86	1510326.29	187.53
10/29/13	6132.4	1184623.04	193.17
10/30/13	11047.09	2155531.48	195.12
10/31/13	5517.72	1080312.53	195.79
11/1/13	3715.43	735178.81	197.87
11/2/13	3495.38	697432.14	199.53
11/3/13	9197.39	1864115.45	202.68
11/4/13	13066.95	2799458.97	214.24
11/5/13	24979.72	5784803.85	231.58
11/6/13	18758.33	4644088.24	247.57
11/7/13	35945.95	9860992.88	274.33
11/8/13	18564.38	5558032.74	299.39
11/9/13	26504.5	8784038.24	331.42
11/10/13	49930.52	14512870.04	290.66
11/11/13	17418.69	5452415.01	313.02
11/12/13	16516.41	5558667.78	336.55
11/13/13	21905.25	8173799.63	373.14
11/14/13	21398.42	8551456.47	399.63
11/15/13	22856.81	9304766.84	407.09
11/16/13	12564.21	5266017.89	419.13
11/17/13	21227.57	9726957.87	458.22
11/18/13	60127.43	32972837.22	548.38
11/19/13	85050.54	51420617.98	604.59
11/20/13	67479.81	32683220.14	484.34
11/21/13	32735.56	19877596.59	607.22
11/22/13	25577.56	17267381	675.1
11/23/13	26967.7	19946439.12	739.64
11/24/13	22245.95	15511939.64	697.29
11/25/13	18262.26	13212314.07	723.48
11/26/13	32905.37	26709072.64	811.69
11/27/13	24997.08	22412417.24	896.6
11/28/13	40277.82	37350809.97	927.33
11/29/13	28290.36	27957232.97	988.22
11/30/13	13060.66	13760361.32	1053.57
12/1/13	61362.62	53080988.78	865.04
12/2/13	26730.41	24416143.08	913.42
12/3/13	14626	14417943.93	985.78
12/4/13	12388.5	12881522.56	1039.8
12/5/13	62497.08	60574006.91	969.23
12/6/13	45174.49	40762358.71	902.33
12/7/13	119704.47	85162227.85	711.44
12/8/13	34854.03	25874533.12	742.37
12/9/13	40734.53	34467501.87	846.15
12/10/13	24673.1	22808065.19	924.41
12/11/13	27317.92	24119547.21	882.92
12/12/13	12825.63	10924412.88	851.76
12/13/13	17365.05	15116433.17	870.51
12/14/13	6108.21	5215130.78	853.79
12/15/13	12692.83	10596036.17	834.8
12/16/13	66586.78	48510547.04	728.53
12/17/13	50533	33929412.33	671.43
12/18/13	149309.48	78919302.02	528.56
12/19/13	66239.06	39952108.28	603.15
12/20/13	46363.79	30257840	652.62
12/21/13	25472.49	15260815.56	599.11
12/22/13	23308.98	14520831.75	622.97
12/23/13	16559.56	10466334.01	632.04
12/24/13	11121.2	7199454.94	647.36
12/25/13	9714.52	6398955.77	658.7
12/26/13	25517.2	18315986.48	717.79
12/27/13	27481.84	19753530.58	718.78
12/28/13	12077.6	8589486.09	711.19
12/29/13	7097.63	5063896.17	713.46
12/30/13	7568.97	5516171.8	728.79
12/31/13	6008.84	4356640.67	725.04
1/1/14	7124.26	5262970.2	738.74
1/2/14	14285.95	10943129.81	766.01
1/3/14	15337.68	12144723.37	791.82
1/4/14	11653.26	9409100.68	807.42
1/5/14	21021.18	18547886.09	882.34
1/6/14	29039.24	27179281.68	935.95
1/7/14	34774.42	29606366.54	851.38
1/8/14	32287.8	25810822.87	799.4
1/9/14	21176.1	17224737.27	813.4
1/10/14	12758.25	10494329.26	822.55
1/11/14	16232.32	14056533.98	865.96
1/12/14	17049.28	14483410.83	849.5
1/13/14	16349.04	13323203.13	814.92
1/14/14	8014.59	6613559.36	825.19
1/15/14	9798.53	8201180.01	836.98
1/16/14	7223.99	5988036.01	828.91
1/17/14	12851.66	10302375.3	801.64
1/18/14	7266.92	5900928.34	812.03
1/19/14	8159.38	6724435.48	824.14
1/20/14	10419.77	8636133.01	828.82
1/21/14	5452.49	4517677.64	828.55
1/22/14	7102.44	5856576.05	824.59
1/23/14	8039.86	6537316.71	813.11
1/24/14	14528.61	11340580.93	780.57
1/25/14	8990.86	7191832.56	799.91
1/26/14	10293.73	8403025.22	816.32
1/27/14	20075.69	15708919.28	782.48
1/28/14	15956.86	12312434.01	771.61
1/29/14	6350.39	4997051.94	786.89
1/30/14	12110.14	9531288.28	787.05
1/31/14	4327.12	3443078.11	795.7
2/1/14	6154.16	4960910.99	806.11
2/2/14	4612.22	3708814.59	804.13
2/3/14	5517.28	4403152.72	798.07
2/4/14	4186.23	3359898.91	802.61
2/5/14	5988.46	4753176.32	793.72
2/6/14	8828.63	6829154.09	773.52
2/7/14	30461.36	21857561.7	717.55
2/8/14	11192.62	7921765.84	707.77
2/9/14	12310.73	8639306.7	701.77
2/10/14	50022.76	30267922.06	605.08
2/11/14	27915.66	18615671.5	666.85
2/12/14	9757.07	6350897.03	650.9
2/13/14	18167.98	11150173.41	613.73
2/14/14	51933.79	31035118.35	597.59
2/15/14	8928.89	5676975.57	635.8
2/16/14	21554.2	12929820.32	599.87
2/17/14	14737.73	9167972.53	622.07
2/18/14	8001.04	4917555.88	614.61
2/19/14	5630.33	3430979.39	609.37
2/20/14	22839.85	13181983.74	577.15
2/21/14	23304.32	12728825.67	546.2
2/22/14	18445.8	10592904.21	574.27
2/23/14	15068.75	9193541.56	610.11
2/24/14	20403.77	11705966.55	573.72
2/25/14	73900.81	36766424.31	497.51
2/26/14	32998.35	18594602.2	563.5
2/27/14	13200.19	7415849.78	561.8
2/28/14	12240.1	6726320.67	549.53
3/1/14	9519.25	5250765.43	551.59
3/2/14	4504.34	2495185.59	553.95
3/3/14	41302.01	25456513.46	616.35
3/4/14	26901.52	18020817.47	669.88
3/5/14	9093.75	5888405.73	647.52
3/6/14	4969.19	3211979.16	646.38
3/7/14	9893.3	6180248.09	624.69
3/8/14	6640.39	4052349.89	610.26
3/9/14	5448.89	3407656.3	625.39
3/10/14	6797.18	4243171.38	624.25
3/11/14	4492.33	2804073.82	624.19
3/12/14	6893.05	4336947.15	629.18
3/13/14	6051.6	3809228.3	629.46
3/14/14	3214.97	2008342.93	624.69
3/15/14	2290.06	1435934.01	627.03
3/16/14	2345.43	1465084.45	624.66
3/17/14	3806.13	2347155.5	616.68
3/18/14	7112.91	4326012.04	608.19
3/19/14	5231.41	3214653.08	614.49
3/20/14	6591.69	3916824.71	594.21
3/21/14	9221.44	5346643.74	579.81
3/22/14	4075.36	2302903.61	565.08
3/23/14	2316.37	1318476.6	569.2
3/24/14	5988.03	3412146.24	569.83
3/25/14	4500.15	2600923.51	577.96
3/26/14	3290.48	1910091.24	580.49
3/27/14	17531.73	9315652.4	531.36
3/28/14	15071.66	7570073.38	502.27
3/29/14	3462.67	1726309.06	498.55
3/30/14	18261.1	8585752.21	470.17
3/31/14	19844.74	9141753.35	460.66
4/1/14	15586.2	7511314.98	481.92
4/2/14	31526.53	14164162.76	449.28
4/3/14	21617.81	9321679.03	431.2
4/4/14	11806.78	5187030.84	439.33
4/5/14	10639.01	4817385.91	452.8
4/6/14	7638.45	3515048.11	460.18
4/7/14	14496.15	6551958.68	451.98
4/8/14	6278.33	2802912.39	446.44
4/9/14	9721.74	4295290.75	441.82
4/10/14	39861.49	15659502.48	392.85
4/11/14	43344.36	17196410.09	396.74
4/12/14	17612.86	7475814.45	424.45
4/13/14	26340.63	10788344.84	409.57
4/14/14	28720.5	12703684.84	442.32
4/15/14	30392.57	15011902.33	493.93
4/16/14	26772.93	13845152.61	517.13
4/17/14	16531.71	8196217.44	495.79
4/18/14	9703.9	4569367.22	470.88
4/19/14	10715.65	5199593.38	485.23
4/20/14	5578.1	2738869.95	491
4/21/14	5772.1	2827758.39	489.9
4/22/14	6156.66	2952183.52	479.51
4/23/14	3356.86	1601220.91	477
4/24/14	5329.78	2567363.1	481.7
4/25/14	18074.21	8226290.22	455.14
4/26/14	4438.34	1979860.32	446.08
4/27/14	4704.69	2060278.85	437.92
4/28/14	7343.38	3124589.68	425.5
4/29/14	5256.32	2287060.83	435.11
4/30/14	7163.15	3123084.04	435.99
5/1/14	6273.62	2798953.47	446.15
5/2/14	5100.1	2222993.37	435.87
5/3/14	3959.72	1695910.56	428.29
5/4/14	2029.82	869723.07	428.47
5/5/14	2667.84	1136431.11	425.97
5/6/14	6068.09	2556117.64	421.24
5/7/14	8712.61	3723174.21	427.33
5/8/14	4232.92	1828991.07	432.09
5/9/14	4237.88	1851848.86	436.98
5/10/14	2767.19	1223551.8	442.16
5/11/14	3672.1	1596897.29	434.87
5/12/14	2734.71	1186249.15	433.78
5/13/14	3116.04	1352720.82	434.12
5/14/14	4072.97	1774729.65	435.73
5/15/14	3287.51	1444009.46	439.24
5/16/14	3207.48	1408615.68	439.17
5/17/14	1217.83	535364.51	439.6
5/18/14	1175.96	517398.75	439.98
5/19/14	3127.57	1374032.52	439.33
5/20/14	17559.76	8057497.34	458.86
5/21/14	5128.33	2474185.06	482.45
5/22/14	11479.17	5758872.84	501.68
5/23/14	12412.8	6480535.65	522.08
5/24/14	4005.78	2051347.31	512.1
5/25/14	14977.02	8285371.65	553.21
5/26/14	10520.93	6057846.33	575.79
5/27/14	12717.92	7153794.31	562.5
5/28/14	5851.45	3276568.8	559.96
5/29/14	4772.94	2640102.13	553.14
5/30/14	12306.57	7258574.17	589.81
5/31/14	4244.53	2577271.25	607.2
6/1/14	17868.61	11396998.1	637.82
6/2/14	13700.74	8626975.48	629.67
6/3/14	8361.38	5456071.71	652.53
6/4/14	12705.48	7956000.31	626.19
6/5/14	6192.76	3993309.61	644.83
6/6/14	3430.17	2203696.32	642.45
6/7/14	2707.86	1729006.36	638.51
6/8/14	2068.91	1336181.58	645.84
6/9/14	3901.75	2483993.28	636.64
6/10/14	3430.57	2206574.48	643.21
6/11/14	5785.07	3668461.67	634.13
6/12/14	14609.9	8682464.03	594.29
6/13/14	9094.67	5416191.92	595.53
6/14/14	9781.08	5540693.61	566.47
6/15/14	6207.42	3535173.83	569.51
6/16/14	8447.53	5006813.37	592.7
6/17/14	4022.86	2391618.86	594.51
6/18/14	5296.33	3183141.09	601.01
6/19/14	114.01	68178.05	598.02
6/20/14	3900.88	2284198.39	585.56
6/21/14	3122.55	1828838.31	585.69
6/22/14	3168.35	1877263.46	592.5
6/23/14	3449.46	2017057.7	584.75
6/24/14	3482.75	2014614.84	578.45
6/25/14	5472.16	3084448.71	563.66
6/26/14	4172.34	2362932.36	566.33
6/27/14	6112	3573444.67	584.66
6/28/14	4369.58	2596627.48	594.25
6/29/14	3271.61	1934405.5	591.27
6/30/14	13161.92	8201605.32	623.13
7/1/14	10248.72	6592236.96	643.23
7/2/14	5666.17	3612484.82	637.55
7/3/14	3681.86	2340111.54	635.58
7/4/14	3779.1	2378820.91	629.47
7/5/14	1986.94	1242296.36	625.23
7/6/14	2037.39	1284326.19	630.38
7/7/14	4109.14	2551718.23	620.99
7/8/14	2379.35	1463562.75	615.11
7/9/14	1977.8	1217683.72	615.68
7/10/14	3057.83	1867454.85	610.71
7/11/14	2986.03	1841665	616.76
7/12/14	2103.09	1311960.23	623.82
7/13/14	1770.28	1102430.07	622.74
7/14/14	2647.46	1631064.54	616.09
7/15/14	2107.25	1299415.55	616.64
7/16/14	3045.56	1866074.93	612.72
7/17/14	4514.97	2774353.59	614.48
7/18/14	2710.55	1670242.43	616.2
7/19/14	878.15	543477.39	618.89
7/20/14	1136.64	699074.17	615.04
7/21/14	1988.04	1221037.42	614.19
7/22/14	1671.67	1026541.29	614.08
7/23/14	2073.82	1270905.74	612.83
7/24/14	7587.95	4505996.31	593.84
7/25/14	3054.8	1817161.37	594.85
7/26/14	2211.1	1301957.65	588.83
7/27/14	1458.01	856710.98	587.59
7/28/14	5865.52	3359814.95	572.81
7/29/14	2411.32	1390606.55	576.7
7/30/14	4235.69	2400562.69	566.75
7/31/14	4976.8	2851695.07	573
8/1/14	4266.3	2507502.81	587.75
8/2/14	2376.2	1384964.7	582.85
8/3/14	1972.87	1142181.93	578.94
8/4/14	2652.48	1543798.46	582.02
8/5/14	2249.07	1301240.75	578.57
8/6/14	2391.4	1383256.02	578.43
8/7/14	3237.71	1889866.06	583.7
8/8/14	2748.99	1621250.39	589.76
8/9/14	1902.98	1110681.24	583.65
8/10/14	1123.1	656992.66	584.98
8/11/14	Infinity	Infinity	Infinity
8/12/14	Infinity	Infinity	Infinity
8/13/14	7518.26	4036723.63	536.92
8/14/14	11178.98	5704781.89	510.31
8/15/14	7074.95	3528499.26	498.73
8/16/14	5402.07	2692862.62	498.49
8/17/14	5183.51	2549410.25	491.83
8/18/14	5362.64	2385569.56	444.85
8/19/14	4983.42	2357417.4	473.05
8/20/14	9330.34	4564223.23	489.18
8/21/14	7454.59	3841795.44	515.36
8/22/14	4720.2	2391707.91	506.7
8/23/14	3387.08	1682524.02	496.75
8/24/14	2779.78	1396351.19	502.32
8/25/14	2366.32	1183326.45	500.07
8/26/14	2999.63	1520960.45	507.05
8/27/14	3320.99	1697840.88	511.25
8/28/14	2154.59	1088041.26	504.99
8/29/14	1928.59	968798.45	502.33
8/30/14	1164.7	581501.72	499.27
8/31/14	43927.56	21380719.53	486.73
9/1/14	2837.6	1355983.51	477.86
9/2/14	3217.42	1526391.66	474.41
9/3/14	2111.26	997985.85	472.7
9/4/14	5011.69	2406550.14	480.19
9/5/14	2755.95	1329028.23	482.24
9/6/14	1382.96	663420.19	479.71
9/7/14	1805.02	868457.65	481.14
9/8/14	5469.52	2572283.71	470.29
9/9/14	4171.45	1942954.76	465.77
9/10/14	3800.68	1806518.28	475.31
9/11/14	2856.03	1346500.84	471.46
9/12/14	2621.98	1226434.74	467.75
9/13/14	2766.14	1303009.66	471.06
9/14/14	1530.7	719104.84	469.79
9/15/14	3030.57	1418556.17	468.08
9/16/14	3437.06	1581999.45	460.28
9/17/14	6201.22	2762869.95	445.54
9/18/14	12936.88	5406335.68	417.9
9/19/14	11267.32	4382221.01	388.93
9/20/14	10701.52	4297073.37	401.54
9/21/14	5690.71	2194639.16	385.65
9/22/14	4334.71	1683222.34	388.31
9/23/14	15233.87	6360776.94	417.54
9/24/14	6310.54	2630492.02	416.84
9/25/14	4656.25	1872356.88	402.12
9/26/14	5357.54	2128090.4	397.21
9/27/14	2500.87	982680.11	392.94
9/28/14	5001.83	1886515.74	377.16
9/29/14	7219.25	2687500.29	372.27
9/30/14	6034.58	2279415.09	377.73
10/1/14	4228.53	1598404.93	378.01
10/2/14	4379.36	1620687.96	370.07
10/3/14	9646.08	3417990.21	354.34
10/4/14	13392.13	4401008.99	328.63
10/5/14	23274.72	7110163.54	305.49
10/6/14	20657.61	6725886.1	325.59
10/7/14	9975.56	3248115.49	325.61
10/8/14	13383.99	4539279.07	339.16
10/9/14	19168.27	6945403.83	362.34
10/10/14	8254.59	2951648.5	357.58
10/11/14	4326.8	1532029.85	354.08
10/12/14	7204.62	2626786.66	364.6
10/13/14	11674.31	4393327.84	376.32
10/14/14	13513.73	5364285.4	396.95
10/15/14	7265.01	2816534.72	387.68
10/16/14	8480.37	3194219.27	376.66
10/17/14	4834.34	1813099.59	375.05
10/18/14	4779.05	1828945.86	382.7
10/19/14	2857.37	1095361.34	383.35
10/20/14	4391.15	1658543.63	377.7
10/21/14	5637.03	2142502.82	380.08
10/22/14	4450.82	1680936.34	377.67
10/23/14	7572.13	2740441.43	361.91
10/24/14	4914.06	1746457.12	355.4
10/25/14	6815.61	2356560.09	345.76
10/26/14	3281.77	1155259.13	352.02
10/27/14	5367.8	1875029.88	349.31
10/28/14	3845.33	1351469.3	351.46
10/29/14	6280.71	2136643.15	340.19
10/30/14	8529.4	2893840.24	339.28
10/31/14	4025.66	1361614.99	338.23
11/1/14	5302.97	1726447.92	325.56
11/2/14	3664.99	1187126.14	323.91
11/3/14	5719.39	1865782.67	326.22
11/4/14	5941.91	1923353.85	323.69
11/5/14	7105.54	2367775.47	333.23
11/6/14	7066.42	2406711.36	340.58
11/7/14	5796.1	1988108.01	343.01
11/8/14	3114.59	1061481.97	340.81
11/9/14	6999.82	2469267.27	352.76
11/10/14	8334.17	3059661.79	367.12
11/11/14	6240.41	2272973.16	364.23
11/12/14	25761.72	10263778.06	398.41
11/13/14	29140.35	12260742.88	420.75
11/14/14	12897.95	5072085.99	393.25
11/15/14	8566.39	3245771.1	378.9
11/16/14	5956.62	2269943.13	381.08
11/17/14	11934.63	4668813.72	391.2
11/18/14	7813.43	2933378.56	375.43
11/19/14	5591.09	2107585.46	376.95
11/20/14	9040.63	3268628.83	361.55
11/21/14	8676.83	3019708.56	348.02
11/22/14	5332.45	1894694.59	355.31
11/23/14	5922.77	2126911.13	359.11
11/24/14	2999.81	1104519.67	368.2
11/25/14	Infinity	Infinity	Infinity
11/26/14	2462.98	902504.3	366.43
11/27/14	3586.6	1313700.79	366.28
11/28/14	7333.22	2689981.24	366.82
11/29/14	6023.9	2271419.34	377.07
11/30/14	2555.44	955517.68	373.92
12/1/14	4486.33	1692546.48	377.27
12/2/14	5134.14	1938068.17	377.49
12/3/14	4922.17	1833870.28	372.57
12/4/14	5030.3	1846936.78	367.16
12/5/14	3976.53	1456939.91	366.38
12/6/14	2827.81	1042020.56	368.49
12/7/14	1932.56	713469.18	369.18
12/8/14	4630.18	1672951.73	361.31
12/9/14	8413.3	2911454.16	346.05
12/10/14	4375.77	1505156.9	343.98
12/11/14	7896.98	2738354.04	346.76
12/12/14	3402.27	1174928.33	345.34
12/13/14	2310.61	792466.74	342.97
12/14/14	4851.83	1655699.41	341.25
12/15/14	4494.21	1524052.78	339.11
12/16/14	7804.99	2551913.57	326.96
12/17/14	8174.12	2603515.46	318.51
12/18/14	10207.3	3179413.26	311.48
12/19/14	5644.14	1760263.65	311.87
12/20/14	6964.19	2244974.12	322.36
12/21/14	5852.13	1867280.77	319.08
12/22/14	6759.68	2201656.16	325.7
12/23/14	5143.49	1696206.66	329.78
12/24/14	4805.97	1563031.31	325.23
12/25/14	2543.62	808176.27	317.73
12/26/14	4032.19	1299655.27	322.32
12/27/14	4267.45	1346795.7	315.6
12/28/14	3004.55	938077.27	312.22
12/29/14	3708.3	1160178.67	312.86
12/30/14	3442.83	1068406.74	310.33
12/31/14	2527.85	781599.79	309.2
1/1/15	1064.66	332887.09	312.67
1/2/15	1938.04	606122.04	312.75
1/3/15	13616.18	4026350.23	295.7
1/4/15	20223.17	5527180.5	273.31
1/5/15	11197.08	3036858.87	271.22
1/6/15	7988.79	2215268.27	277.3
1/7/15	10702.21	3112396.38	290.82
1/8/15	7594.04	2176156.46	286.56
1/9/15	8610.37	2445277.42	283.99
1/10/15	6429.55	1766994.31	274.82
1/11/15	7641.68	2045054.71	267.62
1/12/15	10178.52	2697984.14	265.07
1/13/15	34822.24	8196780.77	235.39
1/14/15	56994.35	10837212.35	190.15
1/15/15	48027.55	9723900.72	202.47
1/16/15	21647.38	4508488.39	208.27
1/17/15	10970.47	2192387.85	199.84
1/18/15	19490.59	4038391.48	207.2
1/19/15	10687.54	2238825.53	209.48
1/20/15	10449.6	2178674.06	208.49
1/21/15	17230.47	3715607.33	215.64
1/22/15	15909.58	3636325.79	228.56
1/23/15	10614.8	2400624.7	226.16
1/24/15	14537.09	3446903.47	237.11
1/25/15	12992.68	3194199.5	245.85
1/26/15	45799.69	12559037.06	274.22
1/27/15	17572.62	4423768.17	251.74
1/28/15	22221.94	5179975.37	233.1
1/29/15	15533.12	3475420.23	223.74
1/30/15	11890.07	2685546.24	225.86
1/31/15	9438.08	2093110.78	221.77
2/1/15	11594.27	2506822.64	216.21
2/2/15	13237.29	2977796.89	224.96
2/3/15	17684.61	4095141.16	231.57
2/4/15	9036.32	2009870.67	222.42
2/5/15	8987.91	1969907.74	219.17
2/6/15	9051.62	1973117.01	217.98
2/7/15	9225.73	2054227.54	222.66
2/8/15	6060.79	1349134.69	222.6
2/9/15	10167.98	2220619.09	218.39
2/10/15	9493.79	2060636.7	217.05
2/11/15	8621.87	1880541.6	218.11
2/12/15	5774.97	1251897.08	216.78
2/13/15	20103.72	4612761.55	229.45
2/14/15	19624.99	4833062.5	246.27
2/15/15	24635.35	5972223.81	242.42
2/16/15	12023.23	2792675.34	232.27
2/17/15	9384.6	2224671.71	237.06
2/18/15	8983.21	2105087.66	234.34
2/19/15	8005.71	1879984.16	234.83
2/20/15	12402.62	2942562.32	237.25
2/21/15	4971.9	1181080.33	237.55
2/22/15	6829.29	1591477.43	233.04
2/23/15	6293.85	1446025.94	229.75
2/24/15	7723.52	1786173.24	231.26
2/25/15	5644.84	1304581.48	231.11
2/26/15	5943.25	1368950.16	230.34
2/27/15	18577.18	4555480.97	245.22
2/28/15	4990.93	1232453.48	246.94
3/1/15	8500.08	2097567.93	246.77
3/2/15	13306.79	3443757.91	258.8
3/3/15	16849.11	4550039.04	270.05
3/4/15	13276.56	3631415.77	273.52
3/5/15	10609.49	2838081.05	267.5
3/6/15	7059.57	1904224.22	269.74
3/7/15	4351.09	1181199.29	271.47
3/8/15	4319.67	1176649.8	272.39
3/9/15	14532.03	4102005.82	282.27
3/10/15	14643.42	4260013.82	290.92
3/11/15	10803.01	3143341.65	290.97
3/12/15	6313.24	1842514.23	291.85
3/13/15	8892.39	2559233.17	287.8
3/14/15	10530.38	2927688.95	278.02
3/15/15	4732.51	1319194.3	278.75
3/16/15	8417.05	2422114.37	287.76
3/17/15	6151.8	1753485.36	285.04
3/18/15	20321.53	5339778.88	262.76
3/19/15	11566.1	2927830.69	253.14
3/20/15	6811.49	1748771.75	256.74
3/21/15	6732.72	1730600.94	257.04
3/22/15	6955.19	1829658.45	263.06
3/23/15	6952.81	1840609.97	264.73
3/24/15	13060.95	3296130.11	252.37
3/25/15	12677.78	3086426.53	243.45
3/26/15	10644.06	2643870.65	248.39
3/27/15	6051.1	1487193.28	245.77
3/28/15	7033.05	1757840.46	249.94
3/29/15	8415.12	2033323.22	241.63
3/30/15	10398.2	2519175.28	242.27
3/31/15	10017.11	2430230.67	242.61
4/1/15	7714.43	1856745.3	240.68
4/2/15	10421.5	2565369.94	246.16
4/3/15	7542.29	1885974.3	250.05
4/4/15	4275.14	1065020.25	249.12
4/5/15	5500.57	1387234.1	252.2
4/6/15	8483.11	2146480.77	253.03
4/7/15	9550.7	2363813	247.5
4/8/15	7462.55	1825765.33	244.66
4/9/15	8579.01	2064465.01	240.64
4/10/15	8354.63	1957353.96	234.28
4/11/15	5237.79	1215055.29	231.98
4/12/15	5133.35	1191523.5	232.11
4/13/15	10031.77	2277541.23	227.03
4/14/15	11570.52	2516991.73	217.53
4/15/15	9126.61	2005836.37	219.78
4/16/15	8759.32	1970781.69	224.99
4/17/15	6660.97	1481727.55	222.45
4/18/15	4849.7	1071352.78	220.91
4/19/15	4453.95	991891.82	222.7
4/20/15	6055.29	1344245.42	222
4/21/15	10945.73	2460855.7	224.82
4/22/15	10665.39	2488886.46	233.36
4/23/15	5834.09	1354745.98	232.21
4/24/15	6847.7	1570776.99	229.39
4/25/15	5665.73	1283049.26	226.46
4/26/15	9518.13	2061513.54	216.59
4/27/15	35714.6	8175718.21	228.92
4/28/15	10960.43	2498617.07	227.97
4/29/15	7129.77	1620465.75	227.28
4/30/15	13535.36	3182314.38	235.11
5/1/15	6928.96	1639178.11	236.57
5/2/15	4418.72	1037051.92	234.7
5/3/15	6642.91	1598713.09	240.66
5/4/15	6425.86	1541620.05	239.91
5/5/15	5898.9	1392927.83	236.13
5/6/15	8215.91	1927716.16	234.63
5/7/15	9242.64	2165973.13	234.35
5/8/15	9264.04	2233974.93	241.14
5/9/15	6259.56	1516404.79	242.25
5/10/15	5369.6	1296301.47	241.41
5/11/15	6052.23	1461533.79	241.49
5/12/15	7151.56	1725240.13	241.24
5/13/15	9195.69	2217845.06	241.18
5/14/15	7430.81	1758239.01	236.61
5/15/15	5392.53	1280458.19	237.45
5/16/15	5059.76	1198983.07	236.96
5/17/15	3773.49	893595.23	236.81
5/18/15	5912.32	1391930.81	235.43
5/19/15	6799.5	1586116.49	233.27
5/20/15	5621.35	1314253.33	233.8
5/21/15	5924.72	1395326.66	235.51
5/22/15	9058.65	2153916.06	237.77
5/23/15	5406.52	1302687.74	240.95
5/24/15	3664.63	884333.05	241.32
5/25/15	5077.63	1215559.22	239.4
5/26/15	6514.84	1553333.9	238.43
5/27/15	7521.91	1797543.92	238.97
